text,start,end
ฮัลโหล ครับ ไปที่ ครับ อันนี้,0.618,3.034
คุณได้ยางสายปล่อยพาเราไปหรือเปล่า อ้าว ยางสายมาตัด,3.562,6.574
ไป มันไม่มี มือไปโดนครับ อันนี้มือไปโดนวางสายครับ,6.574,9.786
อ๋อ เมื่อไปโดนวัดฝ่ายใช่ไหมคะ วัดฝ่ายต้องยังไงเลยคะ,11.338,14.298
เมื่อสักครู่ มีคนพี่บอกว่าอะไรกันคะ,14.378,16.954
แต่ถามว่า,17.226,18.202
เมื่อกี้คุณแจ้งว่าไง เบอร์มี,18.442,20.57
เบอร์ผมมีการใช้งานเป็นปกติแล้วครับ,20.618,22.97
ก็คือว่าตรงนี้นะคะ คือทางดิจิตในข่าวในการ,26.57,29.666
ตรวจสอบ แล้วก็ทางกอสส.ทัชชอน แล้วก็ส่วนใหญ่ก็คือ,29.666,32.762
ว่าเฟอร์ชั่ว นี่ก็คือการปกปิด,33.61,35.573
ภายใต้ชื่อของคุณนะครับ เป็นไหม เนี่ย,35.573,37.754
084-5688 ที่ว่ามีการส่งข้อกลาง,39.114,42.385999999999996
รถยนต์บัตรอื่น ๆ จะเป็นจำนวนมาก,42.385999999999996,45.657999999999994
คือตัวที่ที่ฉันแจ้งไปเดี๋ยวผมยังมีการใช้งานอยู่ใช่ไหมคะ,45.962,49.946
เบอร์อะไรครับผมไม่รู้จักครับ,51.242,52.73
ไม่ใช่เบอร์ผมหรอกครับ,52.714,53.85
อันนี้ไม่ใช่เบอร์ของคุณพี่หรอคะที่ว่า,56.074,59.092
ลงคายที่ 5 6 8 ไม่มีเลยครับเบอร์นี้ครับ,59.092,62.362
ก็ตกทะเบียนชื่อผม,62.762,63.994
อืม,65.13,65.882
ใช่ค่ะ,65.994,66.97
ผมว่าตรงนี้คือ พอเราก็มี,67.082,69.02999999999999
การตรวจสอบก่อนที่จะมีการติดต่อ,69.02999999999999,71.19399999999999
พี่ฝันแล้วนะคะว่าพิการตรงข้ามไปเป็นที่ของทางฝั่ง,71.146,74.234
คุณชื่อราฟฟิวส์ของคุณพี่ใช่ไหม ใช่ครับ,77.386,80.154
ค่ะ,82.026,82.778
ตอนนี้ขออนุญาตนะครับเพื่อถูก,82.73,84.632
แยกการแจ้งข้อมูลที่ผิดท่านได้ค่ะ,84.632,86.74600000000001
คือว่าตอนที่น้องทะเบียนซิมนี้ด้วยมายได้ปลดประชาชน,86.954,90.398
นะคะ ก็คือว่าจะมีเลข 4 ตัวเนี่ยตรงท้ายนะคะ,90.398,93.62599999999999
ในบทประชาชนของผมที่ได้ลองคายด้วย,93.866,96.506
เปล่าคะ ใช่ครับ,97.514,98.906
ก็คือว่าถ้าหมายเลขประชาชนตัวนี้เป็นของคุณ ก็,102.538,105.682
แสดงว่าทางเราไม่น่าจะมีการติดต่อติดท่านนะคะ,105.682,108.82600000000001
ก็น่าจะใช่ แล้วผมต้องทำไงครับ,110.506,112.218
ก็คือว่าเดี๋ยวตัวนี้ด้วยซ้ำจะขออนุญาตแจ้งรายละเอียดให้คุณพี่ทราบ,114.154,117.874
ก่อนนะคะแล้วจะขออนุญาตบันทึกเสรีของคุณไว้ด้วยนะคะ ได้ครับ,117.874,121.594
ก็คือว่าตอนนี้นะคะเบอร์โทรที่เป็น,123.114,126.89800000000001
หมายเลขฝีปากตัวที่ 113-5688 นะคะ,126.89800000000001,130.68200000000002
อันนี้ทางเราอยากจะแจ้งไป,130.602,132.85
บนต้นว่ามีการส่งข้อความ,132.85,135.09799999999998
เกี่ยวกับการสร้างสรรค์ให้ผิดคนอื่นนะคะ,135.242,138.074
ไปกู้บัตรทางออนไลน์กับทางกรม,138.218,140.45
นะคะ อันนี้คือจริงหรือเปล่าคะ,140.45,142.682
ไม่รู้ว่าผมไม่รู้ว่าผมไม่ได้ใช้เบอร์นี้ครับผมต้องไม่รู้ว่า,142.89,145.754
ผมไม่รู้เลยนะคะ ใช่ครับ,146.026,149.05
แล้วก็คืออันนี้ที่ขออนุญาต,149.706,152.307
ฝากฐานส่วนดาว่า วันที่,152.307,154.32999999999998
ยี่สิบเดือนพฤศจิกายน ปี,154.282,156.383
สองพันห้าร้อยหกสิบหก นะค่ะ,156.383,158.746
อันนี้คือทางไปนี่เอง อยากได้อยู่,158.762,160.834
ที่ตะวันตากไหมคะ ในวันการ,160.834,162.906
ผมอยู่ที่,163.466,164.474
ต่างประเทศครับ,164.394,165.338
เดินพิธีกายนอยู่ที่ต่างประเทศครับผมเพิ่งกลับมาประเทศไทยนะครับ,165.674,169.434
อันนี้คือหมายถึงว่า เดือนที่แล้วใช่ไหม คุณพี่ไปต่าง,169.866,173.40400000000002
ประเทศ นี่จะกลับมาเต็มไหมคะ ใช่ครับ ไปทั้งเดือนเลยครับ,173.40400000000002,177.17800000000003
อ๋อ ค่ะ ค่ะ,179.05,180.538
เอาง่าย ๆ คือใครเขาต้องมีข้อมูลต่อประชา,180.81,184.14600000000002
สนมคนมาเปิดได้นะครับ อันนี้ผมไม่รู้ครับ,184.14600000000002,187.48200000000003
อันนี้ผมก็ไม่ไม่ทราบหรอกครับผม,188.842,191.61
ไม่ทราบนะคะ อันนี้คือคุณพี่แบบน่าจะ,193.482,196.317
ทราบอยู่แล้วใช่ไหมว่าเจ้าของการเปิดซื้อมือถือ,196.317,199.388
อย่างแรกคือต้องมีการใช้บัตรประจำจำเป็นดี,199.388,202.459
ถูกต้องไหมคะ ถูกต้องครับ,202.634,204.57
อันนี้เบอร์ที่คุณพูดมาเนี่ยทำไมมันไม่มีในระบบผมอะครับ,204.618,208.154
อุ้ย จุดตรง,209.514,211.002
ก็คือว่า อันนี้ผมยิ่งฟังอยู่แล้ว แต่ว่าเฟิร์นยังไม่มีในระบบ,211.082,214.682
คุณเหมือนใช่ไหมไม่เคยกินการซื้ออาเบย์นะคะ,214.666,217.74
 คือย่างงี้นะครับด้วยแอป myas เราจะเห็นเบอร์ทั้งหมด,217.74,221.05
ที่เป็นชื่อเรานะครับ,221.322,222.586
แต่ว่าเบอร์เนี่ยมันไม่ขึ้น,223.018,224.89
แสดงว่า,224.874,225.818
มันไม่ใช่ชื่อผมเมื่อกี้แล้ว,225.962,227.738
ทุกคน ขอบคุณครับ,228.042,230.234
- คุณกูขอประทานทูตนะคุณพี่- ค่ะ อัน,231.434,234.47899999999998
นี้คือคุณพี่เอาเบอร์นั้นไปลองค้นหาดูอยู่,234.47899999999998,237.52399999999997
ในไม้เนี่ย ใช่ไหมคะ มาเองใช่ไหมคะ ใช่ครับ,237.52399999999997,240.56899999999996
