text,start,end
ตรงนี้นะครับที่ทางธนาคารเรานะครับผิดปลอม,0.938,3.7039999999999997
นะครับ เข้ามาตอบถามแล้วก็แจ้งข้อมูลให้กับคุณ,3.7039999999999997,6.682
ตรงนี้เลยครับ,8.426,9.306
มันจะทำธุรกรรมในการปลูกแผนภายใต้ที่ ผมคิดว่า,9.258,12.57
ก็ย้ายบัญชีไปทางที่ถูกตายครับ อย่างเงี้ยครับ ทุกวันนี้ อย่างเงี้ยครับ,13.802,17.178
นอกจากนี้ท่านก็ได้เป็นคนทำธุรกรรมตรงนี้นะครับ แล้ว,19.114,22.055
ก็มีการเปิดประชิงภายใต้ด้านภูมินะครับ ที่ศาสนาเป็นด้าน,22.055,24.996
ภูมิ จังหวัดนครราชสุมีบาง นะครับ คือในตัวเมืองนี้ครับคุณ,24.996,28.121
ไม่ได้เป็นคนขับรถคันที่ตามเกิดบัญชี,29.002,31.322
ตามถูกต้อง ตามถูกว่า,31.242,32.89
อ่านหรือว่ายังไงครับ ไม่ได้เปิดบัญชีเลยครับ,32.842,35.354
ก็คือดีนะ อีก,37.29,38.17
ไม่ได้เปิดบัญชีโดนกล่าวถูกต้อง ท่านที่มีปัญหา,39.37,41.998
เป็นท่านตัวอันตรายตึกนี้นะครับ ถูกต้องครับ,41.998,44.25
ครับผม,45.674,46.618
อันนี้ทางการค้าเราติดต่อนะครับ เพื่อติดต่อเข้า,47.146,49.904
มาตอบถามนะครับ แล้วก็จะให้ข้อมูลให้ปัจจุบัน,49.904,52.858000000000004
ในดิ้นต้นนะครับ,54.73,56.09
เอาละเอียงนี้ผมต้องต้องทำยังไงบ้างนะครับ,56.554,58.842
กลับจึงมิหาคม,61.802,62.842
นักยืนยันว่าไม่ได้เปิดบัญชี อ่า ดังกล่าว,63.562,66.288
 อาจารย์ครับ เราก็ไม่ยอมสัก 3 เพิ่มเติมนะครับ,66.288,69.24199999999999
ผู้ที่ทำบัตรประชาชนหมดท้ายมาก่อนหรือเปล่าครับ,70.634,73.402
ไม่ เคย ครับ,73.61,74.554
ไม่เคยนะครับ,75.882,77.274
เคยถ่ายตามเมา บัตรประจำตัวประชาชนครับ,78.762,81.722
อันนี้คือคนอื่น หรือคนใดนะครับ ทัน คือรึเปล่า แพงบ้างรึเปล่าครับ,81.674,85.306
ก็อาจจะมีนะ ก็อาจจะมีครับ,86.346,88.346
ครับผม แน่นอนช่างหุ้นเป็นข่าวอันส่วนตัวนะครับ,90.218,93.146
ในการทำพวกกรรมการป่านะครับ,93.066,95.386
อ่า ตรงนี้ไม่กล้าวว่าคุณ,95.37,96.698
ฝั่งแรกมีการเปลี่ยนบังคับทุกครั้งหรือเปล่าครับ,97.77,100.218
ไม่เคยเซ็นเลยครับ,100.33,101.594
ไม่เคยเซ็นเลยหรอครับ ไม่เคยเซ็นเลย ไม่เคยเซ็นกำกับเลยครับ,104.074,107.162
เครื่องจับเงินถูกต้องอะไรพวกนี้นะครับ,108.618,110.65
นั่นคือพิมพ์ถูกต้องครับ,110.666,112.474
จะเซ็นชื่ออย่างเดียวครับ มันจะเซ็นอย่างอื่นเลย,113.258,115.13
ครับผม เอาตรงนี้นะครับ,116.682,118.586
อ่า ผมงง,118.698,119.962
ถูกต้องครับ,119.946,121.018
ต้องเป็นด้วยนะครับ แล้วก็เขียนคำน่าหมายอีกเลย,121.194,124.422
ครับว่าใช้สมัครในการทำธุรกรรมด้วยมหาดาลในการ,124.422,127.898
แล้วบางทีมันเป็นเอกสารส่วนตัวของ,127.978,130.722
เรา แล้วก็เป็นข้อมูลส่วนตัวของเรา,130.722,133.466
ก็คือเหมือนจะพูดมาว่า นั่นสามารถเอาข้อมูล,133.738,137.458
จริงๆ ของเราไปนั่งทำของธุรกรรมอย่างอื่นได้,137.458,141.178
จากผม แล้วผม อาจิตผิดปะนะครับ,143.082,146.074
เคยนำข้อมูลส่วนตัวกัน,146.186,148.026
คือนำข้อมูลส่วนตัวไปกรอกตัวเว็บไซต์,148.074,151.04000000000002
 ถือว่าสมัครตู้เว็บอ่านหัวกำไร,151.04000000000002,153.466
กับเสียงกระเป๋าแก้วเนี่ยมันก่อต่อมาอะไรพวกนี้มาก่อนหรือเปล่าครับ,153.386,156.794
ก็สมัครนะครับ,157.834,159.322
สมัครครับ,159.402,160.186
แอปป่าวจังผมว่าผมก็สมัครอยู่นี่ครับ,161.61,164.122
ครับผม,165.802,166.65
แถวฝั่งอยู่ที่ไทย โรงแรมแดดเราติดต่อเข้ามานะครับ เนื่องจาก,167.466,171.002
ทำการปลูกใช้งาน ปลูกสร้างร่างสูงในการปลายเก้าชื่อ,170.986,174.17
