text,start,end
ติดต่อจากไหนนะครับ,0.042,1.306
แล้วก็เชื่อมคุณอีก,4.682,5.914
เรื่องอะไรครับ,7.434,8.57
ค่ะ วันนี้เรื่องสินค้าปรึกษาต่อค่ะ,10.73,12.794
คุณจะรู้จักกับนายอีกไหมคะ ทุกคนเอาคะ,13.898,16.89
ไม่เคยได้ยินชื่อเลยครับ,17.482,19.098
ที่เขาชื่อว่า สิบสอง นะคะ,21.77,23.77
เขา,24.746,25.562
เข้าทำไมอะครับ,25.61,26.778
ก็เมื่อแต่วันผ่านมาค่ะ,29.898,31.93
ครับ ดัง,32.298,33.178
มีการจับตัวเขาอ่ะ,33.194,35.066
อืม ขอเป็นกล้องต้องหาแบบนี้ ต้องเฟื้อง,36.106,38.49
ที่จะทำการเก็บรถของเราได้,38.57,42.01
วางไว้ซะแล้วครับแก๊งคอร์สเซ็นเตอร์,45.93,48.218
ลองดูว่าจะโทรมาไหมนะครับ,50.09,51.546
โปรดติดตาม,51.786,52.73
