text,start,end
พี่แท็ก Call Center สวัสดีค่ะ,0.17,2.138
น้องใจดียินดีอย่างยิ่งที่จะให้บริการ,2.218,5.242
คุณลูกค้าต้องการทราบข้อมูล,5.258,7.502000000000001
เรื่องใดบ้างคะ ยินดีค่ะ,7.502000000000001,9.466000000000001
ขอบคุณที่ให้น้องใจดีบริการคุณลูกค้านะ,9.642,12.674
คะก่อนอื่นขอทราบหมายเลขโทรศัพท์สิบหลักของคุณลูกค้า,12.674,16.172
ด้วยค่ะขออนุญาตทวนเลขหมายสิบหลักนะคะ,16.172,18.97
สูญ,19.274,20.09
เก้า ห้า,20.01,21.69
ค่ะ,21.802,22.586
สาม,23.21,24.09
สอง สาม สอง สาม โรงทะเบียน,24.33,26.817999999999998
ในนามคุณวาน ทองน้ำ,26.817999999999998,29.305999999999997
ท้องน้ำเงินถูกต้องไหมคะน้องใจดี,29.258,31.963
ได้เช็คแพ็กเกจของคุณวานท้องน้ำเงินแล้ว,31.963,34.938
คุณลูกค้ามีรอบการใช้งานโทรศัพท์,35.018,37.626
ที่สามารถเข้าร่วมกับโปรโมชั่นดีแทค,37.738,40.44
สาย pay ได้นะคะ ดีแทคสาย pay,40.44,42.65
เป็นเจ้าของสมาร์ทโฟนแบ่งจ่ายสบายๆ,42.698,45.626
โดยไม่ต้องมีบัตรเครดิต,45.642,47.386
ไม่ต้องจ่ายวันแรก,47.53,49.114
ผ่อนศูนย์เปอร์เซ็นต์ค่าเครื่องกับดีแทรก,49.226,51.738
นาน 24 เดือน,51.754,53.402
ระยะเวลาเปลี่ยน,53.61,55.162
1 พฤศจิกายน 65,55.146,57.338
ถึง 30,57.322,58.33
พฤศจิกายน 65 นี้ค่ะ,58.314,60.474
ใช่ค่ะคุณลูกค้า,60.618,62.266
ไม่ทราบว่าคุณลูกค้าสนใจโทรศัพท์รุ่นไหนอยู่,62.314,65.874
หรือเปล่าคะ สำหรับ Samsung Galaxy Z Clipboard 5G,65.874,69.434
ดีแทคสายเป ให้คุณผ่อนกลายได้ง่าย,69.546,73.07400000000001
" สบาย สบาย เพียงแค่ 1,269 บาทต่อเดือน",73.07400000000001,76.60200000000002
พร้อมรับแพ็กเกจเริ่มต้น,76.714,78.746
ที่ 899 บาท,78.73,80.794
คุณลูกค้าต้องการจะสั่งซื้อ,81.066,82.971
เลยหรือไม่คะ ด้วยความยินดีค่ะ,82.971,85.114
น้องใจดีจะโอนสายไปให้เจ้าหน้าที่,85.162,87.866
กรุณา รอสักครู่ค่ะ,87.85,89.591875
