text,start,end
สวัสดีครับ,0.0,0.794
ทรู สเวิร์ต ยินดีให้บริการ,1.002,2.842
ไม่ทราบว่าติดต่อเรื่องไหนครับ ได้ครับคุณลูกค้า,2.826,5.818
ขอทราบเป็นหมายเลขโทรศัพท์ของคุณลูกค้าครับ,6.026,8.57
เดี๋ยวเจ้าหน้าที่ตรวจสอบให้นะครับ ขอบคุณครับคุณลูกค้า ขออนุญาต,8.586,12.083
ตรวจสอบสักครู่นะครับ ขอบพระคุณที่ถือสายล้อครับคุณลูกค้า,12.083,15.386
ตอนนี้ เจ้าหน้าที่เรียนสายอยู่,15.626,17.906
กับคุณผึ้งน้อย สีใส นะครับ,17.906,20.186
จาก ที่ ตรวจสอบ,20.298,21.562
ตอนนี้แพ็กเกจของคุณลูกค้าจะเป็นตัว,21.546,24.09
5G อัน,24.394,25.37
อัลตราแม็กสปีด,25.322,26.714
ค่าบริการรายเดือน เดือน ละ 299 บาท,26.954,29.882
โทร ฟรี ห้า สิบ นาที,29.898,31.578
สามารถใช้สัญญาณ 5G ได้ 10 GB,31.818,34.81
ที่ความเร็วสูงสุด 1 ฟิกระบิดนะครับ,34.858,37.21
หากคุณลูกค้าต้องการใช้งานอินเทอร์เน็ตเพิ่มขึ้น,37.546,40.25
เจ้าหน้าที่แนะนำคุณลูกค้า อัพแพ็กเกจ,40.426,43.506
ขึ้นมาเป็นเดือนละ 399 บาท,43.506,45.466
คุณลูกค้าจะสามารถเล่นอินเทอร์เน็ต,45.706,48.316
สัญญาณ 5G ได้ 20 GB,48.316,49.882000000000005
ที่ความเร็วสูงสุด 1 GBit และสามารถโทรฟรี,49.962,53.472
ได้ 100 นาที รับทราบครับคุณลูกค้า ถ้าอย่างนั้น,53.472,57.274
เจ้าหน้าที่ขอเสนออีกแพ็กเกจหนึ่งในราคาเดือนละ,57.258,61.082
499 บาท,61.258,62.746
คุณลูกค้าสามารถใช้งานอินเทอร์เน็ตสัญญาณ,62.986,66.3
 5G ได้ถึง 80 GB โทรฟรีได้ 300 นาที,66.3,69.338
รับรองว่าคุณลูกค้าจะไม่พลาดฟุตบอลโลก แม้แต่,69.482,72.61
แมทเบียร์เดียวอย่างแน่นอนครับ เดือนละ 499 บาทครับคุณลูกค้า,72.61,75.962
เพิ่มจากแพ็กเกจปัจจุบันของคุณลูกค้า,76.01,78.578
มา 200 บาทเท่านั้นครับ ได้ครับคุณลูกค้า,78.578,81.146
งั้น เจ้าหน้าที่ขอทราบวันเดือนปีเกิด,81.258,83.45
พร้อมทั้งหมายเลขบัตรประชาชนของคุณลูกค้า,83.37,86.074
เพื่อทำการเปลี่ยนแปลงแพ็คเกจ ขอบคุณครับคุณลูกค้า,86.122,89.37
เดี๋ยวเจ้าหน้าที่ทำการเปลี่ยนแปลงแพ็คเกจให้เลยนะครับ,89.642,92.474
รบกวนถือสายรอสักครู่นะครับ ขอบ,92.522,94.55600000000001
พระคุณที่ถือสายรอนะครับคุณลูกค้า,94.55600000000001,96.79400000000001
ตอนนี้ เจ้าหน้าที่ได้ทำการเปลี่ยนแปลงให้คุณลูกค้าเรียบร้อยแล้วครับ,97.002,100.73
เดือนสักครู่จะมีข้อความส่งหาเบอร์คุณลูกค้า เพื่อยืนยัน,100.65,104.24000000000001
การเปลี่ยนแปลงแพ็กเกจ ในส่วนของค่าบริการเดือนนี้ ทาง,104.24000000000001,107.38100000000001
ครูจะทำการถั่วเฉลี่ยราคาแพ็กเกจเก่ากับแพ็กเกจใหม่,107.38100000000001,110.74600000000001
ตามวันที่มีการเปลี่ยนแปลงแพ็คเกจให้นะครับ,110.89,113.53
คุณลูกค้าสามารถชำระตามรอบบิล,113.834,115.99000000000001
ปกติได้เลยครับ ยินดีครับคุณลูกค้า,115.99000000000001,118.36200000000001
ไม่ทราบว่าต้องการติดต่อส่วนไหนเพิ่มเติมไหมครับ,118.506,121.025
 ขอบคุณที่ไว้วางใจ True Service นะครับ คุณลูกค้า,121.025,123.738
ก่อนวางสาย รบกวนคุณลูกค้าให้คะแนนความ,123.946,126.28999999999999
พึงพอใจในการบริการครั้งนี้ด้วยนะครับ,126.28999999999999,128.634
ขอบพระคุณครับ สวัสดีครับ,128.714,130.235875
