text,start,end
ยินดี ให้บริการ หาก ท่าน ต้องการ ให้ ช่วยเหลือ,1.674,5.57
 กรุณา แจ้ง เรื่อง ที่ ต้องการ ให้ ช่วยเหลือ ได้ เลย,5.57,9.466000000000001
สอบถาม โปรโมชั่น,10.602,12.282
สิทธิพิเศษ,12.234,13.594
ช่องทางการติดต่อเรา,13.994,16.218
หรือ บริการ อื่น อื่น,16.49,18.458
ไม่ ทราบ ว่า ตอนนี้ กำลัง,18.634,20.666
คุณ เรยา มี หมายเลขโทรศัพท์ ของ รีแทค อยู่แล้ว ไหม คะ ขอ ทราบ หมายเลขโทรศัพท์ ของ,20.586,24.326
 คุณ เรยา ด้วย คะ ขอบคุณ สำหรับ ข้อมูล ค่ะ คุณ เรยา ต้องการ สอบถาม อะไร เกี่ยวกับ,24.326,28.236
 โปรโมชั่น หรอ คะ จาก การ ตรวจสอบ โปรโมชั่น ปัจจุบัน ของ คุณ เรยา ตรวจสอบ โปรโมชั่น,28.236,32.316
 ปัจจุบัน ของ คุณ เรยา ตรวจสอบ โปรโมชั่น ปัจจุบัน ของ คุณ เรยา ตรวจสอบ,32.316,35.886
 โปรโมชั่น ปัจจุบัน ของ คุณ เรยา ตรวจสอบ โปรโมชั่น ปัจจุบัน ของ คุณ เรยา ตรวจสอบ,35.886,39.966
 โปรโมชั่น ปัจจุบัน ของ คุณ เรยา ตรวจสอบ โปรโมชั่น ปัจจุบัน ของ คุณ เรยา,39.966,43.706
คือ แพ็คเกจ ดีแท็บ โก พลัส,43.754,46.97
ห้า ร้อย เก้า สิบ เก้า บาท ต่อ เดือน,47.338,49.69
ถูกต้อง มั้ย คะ ตา อยาก ทราบ ถึง,50.026,52.548
 สาเหตุ ที่ ต้องการ เปลี่ยน โปรโมชั่น,52.548,55.386
เพื่อ ที่ ทาง ดี แทค,55.69,57.466
จะ ได้ ทำ การ บันทึก ข้อมูล,57.418,59.866
เพื่อปรับปรุงคุณภาพแพ็กเกจ,60.234,62.778
และ การ ให้บริการ ในอนาคต ค่ะ รับทราบ ข้อมูล,63.05,66.92699999999999
 ค่ะ ลูกค้า มี แพ็คเกจ โปรโมชั่น ใหม่ ใน ใจ,66.92699999999999,70.80399999999999
 หรือยัง คะ ลูกค้า สนใจ เป็น แพ็คเกจ เดิม มั้ย คะ,70.80399999999999,74.68099999999998
แต่ ปรับ ลด ความเร็ว อินเทอร์เน็ต ลง,74.954,78.082
 เหลือ ยี่สิบ กิกะไบต์ ราคา จะ,78.082,81.21
ปรับ เป็น สาม ร้อย สี่ สิบ เก้า บาท ต่อ เดือน ค่ะ,81.386,84.61099999999999
 สี่ สิบสอง เมกะ ไบต์ ค่ะ คุณ ลูกค้า พร้อม ใช้,84.61099999999999,88.12899999999999
 งาน ห้า จี ได้ ฟรี ด้วย นะคะ ราคา นี้,88.12899999999999,91.64699999999999
 ยัง ไม่ รวม ภาษี มูลค่า เพิ่ม นะคะ คุณ ลูกค้า,91.64699999999999,95.458
 ถ้า ราคา ที่ รวม ภาษี มูลค่า เพิ่ม แล้ว,95.458,98.68299999999999
เป็น ราคา ประมาณ,99.402,101.082
สาม ร้อย เจ็ดสิบ แปด บาท ต่อ เดือน ค่ะ ทรัพย์ ทราบ ค่ะ,101.258,105.13799999999999
 ขอ ทราบ หมายเลข บัตรประชาชน ของ คุณ ลูกค้า,105.13799999999999,109.01799999999999
เพื่อที่ ทางเรา จะ ได้ ทำการ ลงทะเบียน การ เปลี่ยน,109.322,113.166
 แพ็คเกจ ด้วย ค่ะ ขอบคุณ สำหรับ ข้อมูล ค่ะ คุณ ลูกค้า,113.166,117.306
