text,start,end
สวัสดีค่ะ เอ็นทีเน็ต,0.042,2.202
คอร์นเซ็นเตอร์ เซอร์วิส ส่ง หญิง รักษา ยินดีให้บริการค่ะ,2.218,6.17
ไม่ทราบว่าคุณลูกค้าต้องการสอบถามข้อมูลเรื่องใดคะ ทุกคนยินดีค่ะ,6.442,10.298
ไม่ทราบว่าตอนนี้ดิฉันกำลังใส่กับคุณอะไรอยู่คะ,10.218,13.882
คุณลูกค้าสามารถดำเนินการย้ายค่าได้ทันที,14.09,16.698
ที่จุดบริการลูกค้าในสาขาใกล้บ้านลูกค้า โดย,16.746,19.596
ใช้เพียงแบบรัฐชนใบเดียวก็สามารถเยอะค่าได้ทันที,19.596,22.65
ไม่ทราบว่าคุณสมชาย,22.922,25.082
สะดวกค่ารับบริการสาขาไหนคะ ต้องการให้ตรวจสอบ,25.226,28.526
สาขาใกล้เคียงไหมคะ หรือคนมีมีค่ะ รบกวน,28.526,31.386
ขอข้อมูลเพิ่มเติมด้วยนะคะ คุณสม ชายพักอยู่,31.434,34.274
ที่ไหนคะ มีชั้นตรวจสอบสถานที่อยู่ใกล้ที่สุด,34.274,37.114000000000004
เพื่อความสะดวกของคุณสมชาย คุณสมชาย,37.226,40.228
ต้องเข้าไปที่ศูนย์ Nth,40.228,42.138
ไกลบ้านที่สุด,42.314,43.386
ได้เลยนะคะ,43.466,44.442
ราคา แฟชั่น,44.682,45.946
การอินทราสะดวกไหมคะ ต้องขออภัยด้วย,45.93,49.05
จำเป็นต้องไปดำเนินการที่สาขาหรือช็อปที่ให้บริการค่ะ,50.186,53.978
ถ้าลูกค้าไม่สะดวกกับการเดินทาง,54.282,56.218
สามารถย้ายไฟผ่านทางโครงการออนไลน์,56.458,59.33
 หรือ ONT และไม่จำว่าเบอร์ที่ใช้อยู่,59.33,62.202
เป็นรายเดือนหรือเติมเงินคะ ถ้า,62.506,64.546
เลขหมายที่คุณสมบัติใช้งานอยู่,64.546,66.84200000000001
เป็นเบอร์เติมเงินสามารถทำรายการมิข้าได้ทันทีค่ะ,66.922,69.85
แต่ถ้าเป็นรายเดือน ต้องชำระค่าบริการรายเดือน,70.058,73.02600000000001
ก่อน สามารถดำเนินการผ่านทางเว็บไซต์เพื่อขอรหัส,73.02600000000001,75.99400000000001
ยัยค่ายกับ,76.138,77.146
