text,start,end
อัลตราสวัสดีค่ะ,0.746,1.882
ราตรีรับสายยินดีให้บริการ วันนี้ต้องการสอบถามของ,2.282,6.074
ได้เลยค่ะ ด้วยความยินดีค่ะ,6.346,9.178
คาดว่าตอนนี้ราตรีเรียนสายอยู่กับคุณ,9.93,11.77
คุณอะไรคะ,11.754,12.698
สวัสดีค่ะ คุณไพรีน,12.842,14.362
รติ ขอ สอบถาม ข้อมูล เพิ่มเติม นิดนึง นะคะ,14.282,17.594
การใช้งานในด้านไหนเป็นพิเศษ,19.498,21.522000000000002
ไหมคะ ได้เลยค่ะ คุณ ไค ริน,21.522000000000002,23.546000000000003
เดี๋ยว ทาง,23.722,24.666
ราตรีขออนุญาตตรวจสอบข้อมูลแพ็กเกจให้สักครู่นะคะ,25.322,28.986
โปรโมชั่นพิเศษ นะคะ เปลี่ยนจากระบบ,34.506,36.762
เป็น รายเดือน,37.354,38.554
ไม่ จำกัด เริ่ม ขึ้น,39.69,40.826
สิบสอง สาม สิบ เก้า บาท ต่อ เดือน ค่ะ,41.354,43.642
โปรโมชั่นราคาเต็ม,44.874,46.042
เขาจะอยู่ที่ ห้า ร้อย เก้า สิบ เก้า บาท,46.122,48.282
แต่ว่าสำหรับลูกค้าที่เปลี่ยนไปเป็นรายเดือนนะคะ จะได้ส่วนลดเหนือสาม,48.394,52.25
สาม ร้อย เก้า สิบ เก้า บาท เท่านั้น ค่ะ,52.202,53.914
สำหรับ ราคา รวม ภาษีมูลค่า เพิ่ม เรียบร้อย แล้ วจะ อยู่ ที่,54.986,58.01
สี่ร้อยยี่สิบหก,58.25,59.162
เก้า สิบ สาม ต่อ ต่าง นะคะ,59.594,61.626
เมื่อ รับประทาน สินค้า ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ของ ความรู้ ข,62.314,64.794
อยู่ที่จำนวน 30 GB ค่ะ แล้วก็เมื่อ,66.954,69.67399999999999
ใช้งานครบ 30 GB แล้ว จะความเร็วคงที่,69.67399999999999,72.666
โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดยเฉพาะ โดย,75.146,76.154
ไพรินจะได้ในส่วนของการโทรฟิล์ม,76.298,78.33
จำนวน สี่ ร้อย นาที ต่อ เดือน ค่ะ,79.946,82.042
แล้วก็มีโทรฟรี,82.602,84.122
ในเครือข่ายชาวพระพรหมของเอเอส ได้ตลอด 24,84.65,87.938
 ชั่วโมงเลย สายนึง ครั้งละไม่เกิน 30 นาที,87.938,91.226
เพราะเราจะมีเป็น,91.306,92.57
ตัวบริการเอส,92.842,94.042
ไฟ ให้ ใช้ งาน ฟรี แบบ ไม่ จำเป็น,94.57,96.09
ใช่ ค่ะ โปรโมชั่น,96.906,98.234
