text,start,end
ดีแทคคอร์เซ็นเตอร์ สวัสดีครับ จะ,0.0,2.413
ได้รับสาย ยินดีให้บริการครับ,2.413,4.826
ขอ ทราบ ชื่อ และ โทรศัพท์,5.002,6.714
ของคุณลูกค้าเพื่อทำการตรวจสอบนะครับ ขออนุญาตทวนนะครับ,6.698,10.426
คุณลูกค้า,10.474,11.418
อ่า ชื่อ นะ ครับ,11.818,12.826
คุณผงเทพ,13.642,14.746
สกุลใจดี,14.698,16.09
เบอร์โทรศัพท์,16.202,17.21
สอง แปด เจ็ด,17.354,18.394
สอง สอง สอง,18.474,19.866
สาม สาม สี่ สี่,20.074,21.882
ถูกต้องนะครับ ขอบคุณครับ,21.93,24.026
ขอบคุณลูกค้า,23.978,24.922
จากที่ผมเช็คในระบบ,25.418,26.97
คุณลูกค้า,27.722,28.57
ตอนนี้ คุณลูกค้าจะเป็นแพ็คเกจ,28.906,30.97
หนึ่ง สี่ ห้า ศูนย์ เน็ต ไม่ อ้าง,31.178,33.466
ไม่ จำกัด ความเร็ว,33.802,35.162
ส่งสุดอยู่ที่,35.21,36.41
30 เมกะบาย นะครับ,36.746,38.522
โทรฟรี นะครับ ของ ลูกค้า,39.178,41.466
ในเสื้อขายจะอยู่ที่,41.642,43.45
400 นาที,43.69,45.37
ส่วน โทรฟิล์ม คือ ขาย จะ อยู่ ที่ สอง,45.322,47.467000000000006
 ร้อย นาที ถ้า เกิน จากนั้น นาที ละ,47.467000000000006,49.85000000000001
3 บาท นะครับ SMS ละ,49.866,51.802
ห้า บาท,51.754,52.506
แอมเอ็มเอส ราคา 7 บาท,52.746,54.202
ครับผม คุณลูกค้า,54.218,55.834
ไม่ ทราบ ว่า คุณ ลูกค้า ต้องการ เปลี่ยน แป๊กเกจ,55.85,58.17
เนื่องจากอะไรหรอครับ,58.25,59.834
ขอบคุณครับ อ่า,59.786,62.522
คุณลูกค้าต้องการ แท็กเกจใหม่,62.762,65.122
ในช่วงราคาประมาณเท่าไหร่,65.122,67.482
หรือว่า ใช้ เน็ต,68.33,69.37
ที่ เท่าไหร่,69.482,70.81
ครับ ครูลูกค้า ครับ,70.73,71.994
อันนี้ ไม่ ทราบ ว่า เป็น เน้น โทร หรือว่า,72.202,74.81
เงินใช้งานเท่าเด็ดมากกว่ากันครับ,74.794,76.954
ขอ ตรวจสอบ,77.066,78.33
ข้อมูลสักครู่นะครับคุณลูกค้าครับขอบคุณ,78.346,81.211
ที่ช่วยสายเรานะครับขออนุญาต เสนอเป็นแพ็กเกจ,81.211,84.314
ประเกศที่ 1,84.906,86.138
สามร้อยห้าสิบ บาท,86.474,87.642
ต่อเดือนนะครับ,87.562,88.73
ถ้ารวมภาษี,88.874,90.202
มูลค่าเพิ่ม แต่หยุด,90.346,91.578
7% นะครับ จะอยู่ที่,91.562,93.274
สาม ร้อย เจ็ด สี่ บาท,93.834,95.354
50 บาท นะครับ,95.402,96.634
อันนี้จะใช้นิดหน่อย ไม่จำกัด,96.938,98.522
ที่ความเร็วสูงสุดอยู่ที่,98.826,101.018
512 กิโลไบต์,101.098,103.194
ฉัน มา ใส่ ขบ,103.114,104.026
สิบ กิกะไบต์ ความเร็วจะลดลงเหลือ,104.234,106.938
128 กิโลเมตรฟรี ไวไว แอนด์ แพ็คเกจ,106.858,110.522
ต่อมานะครับ ทะเก็ตที่สอง,110.602,112.474
ราคาอยู่ที่ 450 บาท,112.746,114.554
ซึ่ง ถ้า รวม ภาษีมูลค่า เพิ่ม เจ็ด เปอร์เซ็นต์ แล้ว,114.538,117.498
ราคาจะอยู่ที่ 481 บาท,117.45,120.282
50 สตางค์ครับ ความเร็วสูงสุด,120.426,122.426
สอง,122.794,123.578
แมกกะไบร์ทนะครับ จนครบ 12 กิกะไบร์ท ความ,123.594,126.67399999999999
เร็วก็จะลดลงเหลือ 128 กิโลเบอร์เบอร์บิตครับ,126.67399999999999,130.01
ฟรี ไวไฟ ไม่อ้านเลยครับ,129.962,132.282
ส่วนรายการที่สามของเรานะครับ,132.49,134.202
จะเป็น แพ็คที่ ราคา,134.122,135.578
550 บาท นะครับ ซึ่งถ้ารวมภาษี,135.498,138.09799999999998
มูลค่าเพิ่มไป 7% จะอยู่ที่ 510,138.09799999999998,140.986
แปดสิบแปดบาท,141.13,142.554
กับอีก,142.474,143.514
ครับ,145.098,145.882
ความเร็ว นะครับ อยู่ที่ สอง ในกำไร จน ครบ,145.994,149.018
เกล็ด มิลลิเมตร,149.29,150.074
กิกะบาย ครับ แล้วก็ ความเร็ว จะ,149.994,152.002
 ลด ลง เหลือ ห้า สิบ สอง กิโล บิต,152.002,154.01000000000002
ครับ อันนี้อยู่ที่หกร้อย,153.962,156.698
ฟรี ไวไฟ ไม่ อ่าน ครับ ถ้า เกรด ที่ 4 ราคา,157.002,160.41
หกร้อยบาทครับ รวมภาษีมูลค่าเพิ่มจะหยุด,160.362,163.002
อีก 7% นะครับ จะอยู่ที่,163.146,164.922
642 บาทครับ,165.194,167.194
แล้วก็ ใช้ เน็ต ได้ ไม่ จำกัด,167.114,169.273
 ความเร็ว สูงสุด อยู่ ที่ ห้า,169.273,171.162
เมกะไบร์ทครับ,171.53,172.442
ชัยจนคบ ยี่ สิบห้า,172.362,173.818
กิกะไบต์ความเร็วจะลดลงเหลือ 512 กิโลบิตส์ครับ,173.994,177.818
อันนี้ก็ไวไฟไม่อันเช่นเดียวกันครับต่อไปเป็นแพ็กเกจที่,177.994,181.434
ห้า นะครับ,181.61,182.554
แท็กเกจที่ห้าของเรา ก็จะอยู่ที่ราคาเจ็ดร้อยบาท,183.21,186.682
ซึ่งถ้ารวมมาสติก รูปค่าเพิ่มอีก 7% จะอยู่ที่,186.858,189.818
เจ็ด ร้อย สี่ สิบ เก้า บาท ครับ อันนี้ ใช้,190.09,192.40200000000002
 เน็ต ได้ ไม่ จำกัด ความเร็ว นะ ครับ เจ็ด,192.40200000000002,194.71400000000003
อีก บ่าย,194.698,195.706
ปัจจัยเชิงครบ,195.914,196.858
สี่ สิบ กิกะไบต์ แล้ว เนี่ย,197.098,198.586
ความเร็วก็จะลดลงนะครับ เหลือ ห้า ร้อย สิบ สอง,198.634,201.594
กิโลเบรก ครับ,201.802,202.842
ไวไฟ,203.146,204.154
ไม่ทัน ฉันรับการครับ,204.17,205.658
ส่วน,205.674,206.586
แพ็คเกจสุดท้ายของเรานะครับจะเป็นแพ็คเกจที่,206.922,209.786
ราคาจะอยู่ที่หกล้าน,210.954,213.178
ขออภัยครับ เก้าร้อยบาท ถ้าลงภาษี,213.226,215.474
มูลค่าเพิ่มอีกเจ็ดเปอร์เซ็นต์ จะอยู่ที่,215.474,217.72199999999998
เก้า ร้อย สาม สิบ หก บาท ครับ ได้ ได้,217.866,220.666
ไม่จำกัด ที่เข้าไปสูงสุด สามสิบ,220.714,222.746
ไม่กระไบนะครับ จนครบ,222.762,224.474
40 กิกะไบต์ ความเร็วจะลดลงเหลือ,225.162,228.026
น้าสิบสอง กิโลบิตร ครับ ฟรีไวไฟไม่อัน เช่นเดียวกันครับผม,228.01,231.642
ให้ทราบว่าคุณลูกค้าสนใจเป็น,231.626,233.722
ตัวไหน,233.77,234.874
เป็น มุม พิเศษ ไหม,234.986,236.762
ครับ อ๋อ,236.746,237.754
ขออภัยครับ,237.802,238.618
ขออนุญาตทวนอีกรอบนะครับ ทะเก็ตที่หนึ่ง,238.826,241.306
สามร้อยห้าสิบบาทต่อเดือน รวมภาษี,241.738,244.114
มูลค่าเพิ่มอีกเจ็ดเปอร์เซ็นต์จะอยู่ที่,244.114,246.49
สาม ร้อย เจ็ดสิบ สี่ บาท,246.634,247.898
50 สตางค์ ครับ,248.106,249.178
เช่นเดียด้านไม่จำกัด คิดความเร็ว,249.13,251.226
ห้า ร้อย สิบ สอง กิโล บิต จน ครบ,251.37,253.466
10 กิกะไบต์ ครับ,253.482,254.65
ความเร็วจะลดลงเหลือ 128 กิโลเมตร ฟรีไวไฟไม่อั้นครับ,255.018,258.97
ส่วน แพ็คเกจ ที่สอง,258.922,260.25
ราคา 450 บาท รวม,260.234,262.33
ภาษีมูลค่าเพิ่มอีก 7% ที่อยู่ที่,262.698,265.082
สี่ ร้อย แปด สิบเอ็ด บาท,265.29,266.33
แอซิดสตางค์ครับ,266.282,267.354
ควันที่สอง ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควันที่สาม ควั,267.306,269.05
เมกะไบต์ครับ จนครบ,269.226,270.714
ที่ สอง,271.05,271.962
อีกกะใบ,272.01,273.05
ความเร็วจะลดลงเหลือ 128 กิโลกรัมครับ,273.098,276.538
ปีฝ่าย ๆ ไม่แอ่น ครับ แพ็คเกจที่สาม ราคาห้า,277.546,280.274
ร้อยห้าสิบบาท รวมภาษีมูลค่าเพิ่มเจ็ดเปอร์เซ็นต์,280.274,283.002
จะเป็นราคา,282.922,283.994
ห้าร้อยแปดสิบแปดบาท ห้าสิบสตางค์ ความเร็ว สอง ไมโครบาย จน หก,284.234,287.898
สิบ กิกะไบล์ หลัก ก็ ความเร็ว จะ ลดลง,288.138,290.714
ห้า ร้อย สิบสอง,291.274,292.186
อิโรบิคครับ ปีบ ไว้ ไฟ ไม่ แอ้น,292.17,294.106
แพ็คเกจที่ 4 นะครับ,294.41,295.61
ราคา 600 บาท,295.626,296.986
รวม ภาษี มูลค่า เพิ่ม 7%,297.29,299.386
จะ เป็น 642 บาท นะครับ ใช้ เน็ต ได้ ไม่ จำกัด,299.306,302.404
 ความเร็ว สูง สุด 5 เมกะไบต์ จน ครบ 25,302.404,305.502
 กิกะไบต์ ความเร็ว จะ ลด โลก เหลือ 912 กิโลเบรก,305.502,308.858
กับฟรีไวไฟแม่อันนะครับส่วนตะเกียร์ที่ห้า,309.162,312.666
ราคา,312.714,313.562
อยู่ที่ 700 บาท,313.514,314.554
ถ้ารวมภาษีมูลค่าเพิ่มแล้วจะอยู่ที่,314.826,317.49
 749 บาทนะครับเสียดายไม่จำกัดความเร็ว,317.49,320.154
ไม่กระบายจนครบ,320.586,321.914
40 GB,322.218,323.834
ความเร็วจะลดลงเหลือห้าสิบสอง,324.266,326.33
กิโลบิตคัพฟรีไว้ฝากไม่อั้น,326.634,328.602
และแพ็คเกจ,329.29,330.074
สุดท้ายของเรานะครับ แพ็คเกจที่ 6,330.026,331.738
ราคา เก้า ร้อย บาท,331.978,333.498
รวมภาษีมูลค่าเพิ่ม 7%,333.578,335.386
จะเป็น 936 บาทครับ จะเน้นได้ไม่จำกัด,335.338,338.234
ที่ ความเร็ว สูงสุด,338.25,339.354
30 เมกะไบต์ จน ครบ,339.338,341.114
กิกกะไบ ความเร็วจะลดลงเหลือ ห้า ร้อย สิบ สอง,341.898,344.762
ฟรี บาย บาย ไม่อั้น นะครับ,346.474,348.25
ยินดีครับ สำหรับตัวแพ็คเกจหกร้อย,348.266,350.255
ห้าสิบบาทนะครับ จะตั้งใจได้ไม่อั้น,350.255,352.442
ไม่จำกัดความเร็ว,352.49,353.882
สูงสุดที่หก,354.026,355.098
ไม่กระไบจนครบ,355.594,357.21
30 กิกะไบต์ นะครับ,357.386,359.034
ทำอะไรจะลดลงหรือ,359.114,360.474
ห้า ร้อย สิบ สอง,360.81,362.234
ยิโรปิตขับฟรีไวไฟไม่อั้น,362.41,364.762
โทษฟรีในกระขายนะครับ,364.874,366.426
สองร้อยเจ็ดสิบห้านาที,366.442,368.314
โทรฟี นอกกระคาย,368.618,369.978
อีก 50 นาทีครับแล้วก็นอกจาก,369.898,372.06600000000003
นั้นจะที่โทรเกินมานะครับจะ,372.06600000000003,374.23400000000004
เก็บ นาที ละ หนึ่ง บาท,374.154,375.546
ห้า สิบ สาม ครับ บล็อกเกอร์ เอสเอ็มเอส ละ ห้า บาท,375.53,378.714
เต็ม แอ็บ เอส ละ เจ็ด บาท,378.634,380.218
ครับผม ครับ ตัดรอบดินทุก,380.202,382.874
วันที่สาม,382.922,385.018
ชำระบินได้ถึงวันที่ 10 ของทุกเดือนนะครับ คุณลูกค้าครับ,386.122,389.946
หลังจากวางสาย จะประสานงานให้เจ้าหน้าที่,389.898,393.434
ได้บรรยากาศเรื่องแพ็คเกจให้พี่ภาท่านทีครับ,393.354,396.09
และจะมีเยอะขึ้นไป,396.33,397.498
แจ้งยืนยันลูกค้าอีกทีครับ ครับคุณลูกค้า ไม่ทราบว่าต้องการ,397.706,401.284
สอบถามข้อมูลด้านใดเพิ่มเติมอีกไหมครับ ครับ ขอบคุณครับ,401.284,404.441
ก่อนวันสายนะครับ,404.81,407.034
เราจะขออนุญาตแนะนำเป็น,407.402,409.498
