text,start,end
สวัสดี ค่า ดิฉัน พลอย ไพร ลิน,0.0,3.482
สมบูรณ์สุข,3.594,4.666
เป็น เจ้าหน้าที่ จาก ทรู มุก เอช ค่ะ,4.682,7.322
เหวี่ยง สาย คุณ พิมพ์ ชนก ริน,7.466,9.666
 ดา ธัม ค่ะ คุณ พิมพ์ ชนก,9.666,11.866
ดิฉัน โทร มา แจ้ง โปรโมชั่น สุด พิเศษ สำหรับ,11.818,15.066
ลูกค้า ประวัติ ดี ที่อยู่ กับ,15.274,17.602
 ครอบครัว ทรู มา นาน กว่า สิบ ปี,17.602,19.93
ดิฉัน ขออนุญาต มอบ สิทธิพิเศษ ให้ กับ คุณ,19.914,23.386
ขอ รบกวน คุณ ห้า นาที ได้,23.338,25.554000000000002
 ไหม คะ คุณ ลูกค้า ใช้ งาน แบบ,25.554000000000002,27.770000000000003
รายเดือน อยู่ ใช่ไหม คะ,27.722,29.242
ดิฉัน ขอ แนะนำ แพ็คเกจ หลัก,29.162,31.706
ใน ราคา ประหยัด และ เหมาะสม กับ การ,31.722,34.501000000000005
 ใช้งาน ใน ระบบ รายเดือน ให้ กับ คุณ,34.501000000000005,37.28
 นะคะ ปกติ แล้ว คุณ ลูกค้า ใช้ งาน,37.28,40.059
แบบ โปร แม็ก สปีด อัลลิมิเต็ด,40.362,42.97
เลนเนต,43.53,44.442
อา ธี,44.458,45.69
เดือน ละ ห้า ร้อย เก้า สิบ เก้า บาท โทร ได้,45.61,48.437
 สาม ร้อย นาที ใช่ มั้ย คะ โอเค ค่ะ,48.437,51.546
วันนี้ คุณ ลูกค้า จ่าย เท่าเดิม,51.498,54.367
 คือ ห้า ร้อย เก้า สิบ เก้า บาท ต่อ เดือน,54.367,57.593999999999994
จะ ได้,58.058,59.258
สตีฟ อัล ลิ มิ ติ ส เล่น เน็ต ห้า ซี เหมือน,59.818,63.067
เดิม แต่ จะ ได้ โทร ฟรี เพิ่ม เป็น ห้า ร้อย นาที,63.067,66.586
และ ได้ อุปกรณ์ เลานจ์เตอร์ เพื่อ ติดตั้ง,66.57,69.45599999999999
 ไวไฟ เพื่อ ดู หนัง ทาง ช่อง ทรู,69.45599999999999,72.05299999999998
 ออนไลน์ ฟรี ด้วย ค่ะ ใช่ ค่ะ คุณ ลูกค้า,72.05299999999998,74.93899999999998
แต่ว่า คุณ ต้อง ไป ที่,75.082,77.009
 ทรู ช็อป ใกล้ บ้าน เพื่อ ไป รับ,77.009,79.258
ราว เต้อ นะ ค่ะ,79.402,80.762
ถ้า คุณ สนใจ,81.066,82.394
แจ้ง ดิฉัน เพื่อที่ ดิฉัน จะ ได้ แจ้ง ไป ที่ สาขา,82.314,85.904
 เพื่อ เตรียม เล้าเตอร์ ไว้ ให้ สำหรับ คุณ นะคะ คุณ,85.904,88.981
 ลูกค้า สะดวก ไป ที่ ทูช็อป สาขา ไหน คะ มี ค่ะ,88.981,92.571
ได้ เลย ค่ะ เดี๋ยว ดิฉัน จะ ประสานงาน ให้ นะคะ,92.746,96.31299999999999
 วันที่ คุณ ลูกค้า ไป ที่ ทรู ช็อป สาขา เมือง พิจิตร,96.31299999999999,100.15399999999998
รบกวน ลูกค้านำ บัตร,100.202,102.61
ประชาชน ตัวจริง และ,102.61,105.018
โทรศัพท์,105.226,106.074
ที่ เป็น เบอร์ เบอร์ นี้ อะ ค่ะ ไป ด้วย นะคะ และ,105.994,109.402
ต่อ เพื่อ รับ ราวเตอร์ โฟล์ ลูกค้าเก่า ประวัติ,109.93,112.98200000000001
 ดี ค่ะ ยินดี ค่ะ ลูกค้ามีข้อมูลเพิ่มเติม,112.98200000000001,116.311
จะสอบถามดิฉันมั้ยคะ ขอบคุณลูกค้าที่,116.311,119.64
ไว้วางใจใช้บริการ ทูมูฟ เสมอมานะคะ,119.64,122.969
ถ้า ลูกค้า มี ข้อมูล เพิ่มเติม หรือ,122.954,125.675
 ติดปัญหา เรื่อง ใด สามารถ ติดต่อ ทุน,125.675,128.698
ขอ เซ็นเตอร์ ได้ ตลอดเวลา ค่ะ ขอบคุณ มาก ค่ะ,129.226,132.851875
