text,start,end
ไปแพ็คเฟนเตอร์ต่อไปค่ะ,0.17,1.946
ก็นอกว่านับสายยินดีให้บริการค่ะ สวัสดี,1.962,5.931
ค่ะ ต้องการทำรายการหน้าในบิดค่ะ ได้ค่ะ,5.931,9.594
เป็นบริการข้อความใดคะคุณลูกค้า หมายเลขที่ต้องการ,9.514,13.053999999999998
ทำรายการเป็นหมายเลขที่โทรเข้ามาเลยนะคะ,13.053999999999998,16.122
ศูนย์แปดสอง,16.234,17.658
ส่วน ส่วน สี่,17.674,18.938
สาม เก้า หนึ่ง สี่ คุณ ฌาน,19.146,21.526
 ชัย ถูกต้อง นะคะ,21.526,23.226
กำหนดวันตรวจสอบข้อมูลให้สักครู่นะ,23.178,25.849
คะขอบคุณที่สี่แสนรอนะคะคุณธารชัย,25.849,28.762
จากที่ตรวจสอบข้อมูลเบื้องต้นนะคะ,28.714,31.002
พบว่ามีการสมัครบริการข้อความของสปอตขับ,31.146,34.586
ค่าบริการหกสิบเก้าบาทต่อเดือน,34.858,37.722
เข้ามาเมื่อวันที่,37.802,39.578
สิบสอง พฤทธินายน,39.626,41.978
สอง ห้า หก ห้า,42.026,43.674
ข้อมูลถูกต้องนะคะ,43.85,45.53
คุณทันทัยคะ ตรงนี้สนุกวัน,45.77,48.506
จะขอทำรายการลงทะเบียนรับบริการ,48.554,51.61
เอสเอ็มเอสจากปากกอปอร์คลับให้ใหม่นะคะ,51.626,54.586
โดยตรงนี้ ถนอมวรรณ,54.794,57.178
ขออนุญาตยกเลิกรายการเดิมที่เคยสมัครไว้ก่อนนะ,57.098,60.949999999999996
คะในส่วนของค่าบริการนะคะ กนกวันจะยื่นเรื่อง,60.949999999999996,64.80199999999999
ขอคืนค่าบริการให้นะคะได้ค่ะ กนกวันทำรายการ,64.80199999999999,68.92899999999999
ยกเลิกข้อความให้เรียบร้อยแล้วนะคะคุณชาญชัย,68.92899999999999,72.50599999999999
ตรงนี้จะได้รับข้อความแจ้งเตือนไม่แน่ใจว่าได้รับ,72.522,76.41
ข้อความแจ้งเตือนหรือยังคะ โอเค,76.33,79.051
ค่ะ กันหกวัน ขออนุญาตทำรายการ,79.051,82.074
สมัครรับบริการข้อความของสปอร์ตค่ะ,81.994,85.594
ค่าบริการ 69 บาทต่อเรือนโดยเดือนแรก,85.738,89.083
จะไม่มีการเรียกเก็บค่าบริการนะคะ,89.083,92.762
ถ้าบริการจะจบคิดในเดือนที่สองค่ะ ใช่ค่ะ,92.81,96.135
คุณธัญชัย กรณ์หกวันทำในการให้เรียบร้อยแล้ว,96.135,99.71600000000001
นะคะ คุณธัญชัยจะได้รับข้อความไม่เกินหนึ่งชั่วโมง,99.71600000000001,103.55300000000001
หลังจากวังสามค่ะ ด้วยความยินดีค่ะ ไม่แน่ใจ,103.55300000000001,106.87800000000001
ว่ามีข้อมูลอื่นกับถามเพิ่มเติมไหมคะ ยินดีค่ะ,106.87800000000001,110.45900000000002
เพื่อการปรับปรุงในการให้บริการ,110.57,113.338
ก่อน ยัง สาย,113.322,114.714
รบกวนให้คะแนนกับการบริการในครั้งนี้ด้วยนะคะ,114.73,118.426
ขอบคุณที่เลือกใช้บริการ,118.538,120.598
รีแทรกเซ็นเตอร์ค่ะ ขอบคุณค่ะ,120.598,122.952
