text,start,end
สวัสดีค่ะ ทรูโมส,0.106,1.274
คอร์กเซ็นเตอร์ วางว่านรับสายยินดีให้บริการ,1.482,4.723
ค่ะ ยินดีให้บริการค่ะ ไม่ทราบว่า,4.723,7.4239999999999995
ตอนนี้วางว่านกำลังเรียนสายอยู่กับคุณ,7.4239999999999995,10.395
วารีนะคะ สนใจเป็นมือถือรุ่นไหนเป็นกัน,11.594,14.842
ดูไว้แล้วหรือยังคะ ได้ค่ะ,16.554,19.226
ตอนนี้ทางทุ่ง,19.242,20.666
การ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ส่ง ผล ให้ ผู้ ผู้ ส่ง ผล ให้ ผู้ ผู้ ส่ง ผู้ ผู้ ส่ง ผู้ ผู้,21.802,23.194
สุดท้ายปีมาเลยค่ะ,23.242,24.442
การ สร้าง ความรู้ ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความรู้ ใน ชีวิต ที่ มี ความร,27.402,28.986
ผ่อน เริ่มต้น เพียง ห้า ร้อย เก้า สิบ เก้า บาท,29.098,32.154
สิบ ผ่อน ศูนย์,32.938,33.882
สิบ เดือน ด้วย ค่ะ,33.866,36.082
 ได้ ค่ะ เต้น ตัว,36.082,38.298
ไอโฟน สิบ สาม ไหม คะ ค่ะ ก็,38.282,40.788999999999994
 จะ มี ความจุ หนึ่ง ร้อย ยี่สิบ แปด,40.788999999999994,43.60999999999999
สองร้อยห้าสิบหก,43.85,45.466
แล้วก็ ห้า ร้อย สิบ สาม,45.674,47.354
กิกะไบต์ ค่ะ สำหรับ,47.274,49.362
 ตัว iPhone 13 นะคะ,49.362,51.45
ขนาด ความจุ ห้า ร้อย สิบสอง,51.562,53.541
 กิกะไบต์ มี ด้วยกัน หก สี,53.541,55.802
สวัสดีค่ะ,55.85,56.602
ได้แก่ สี ดำ สี แดง,56.682,59.194
สีน้ำเงิน,59.178,60.122
