text,start,end
สวัสดีค่ะ,1.578,2.522
ไม่ทราบว่าต้องการสอบถามหรือใช้บริการ,2.698,6.364
ในด้านใดคะ ไม่ทราบว่ารายละเอียดข้อความ,6.364,10.363
เป็นอย่างไรคะ เอิ่ม สำหรับ เอสเอ็มเอส ข้อความ,10.363,14.362
ประชาสัมพันธ์แพ็กเก็ตเสริมการใช้งานดังกล่าว,14.362,18.361
เป็น สิทธิพระเศรษฐกิจ สำหรับ,18.41,20.666
ลูกค้าที่ได้รับ SMS,20.618,22.869999999999997
 ประชาสัมพันธ์โดยเฉพาะค่ะ,22.869999999999997,25.497999999999998
ที่จะสามารถใช้งานอินเทอร์เน็ตความเร็วสูงสุด,25.802,29.314
 4 เมกะไบต์ได้จำนวน 3 ถึง 2 กิกะไบต์,29.314,32.826
หลังจาก ใช้งานครบตามที่,33.034,36.218
กำหนด,36.266,37.21
สามารถใช้งานได้ต่อเนื่องที่ความเร็ว,37.226,40.314
128 GB ค่าบริการ 100 บาท,40.33,43.414
 รวมภาษีมูลค่าเพิ่มแล้วค่ะ,43.414,46.938
หักค่าบริการทุกสามสิบวัน,47.146,49.818
ใช้งานได้ต่อเนื่อง 12 เดือนค่ะ หากสนใจ,49.898,53.345000000000006
สามารถกดสมัครได้ก่อนวันที่แจ้ง,53.345000000000006,56.165000000000006
ในข้อความได้เลยนะคะ สำหรับการ,56.165000000000006,59.29900000000001
ยกเวิร์กบริการ Area Fibre ในที่อยู่เดิม,59.29900000000001,62.74600000000001
แล้วสมัครบริการ aif fiber ใหม่อีกครั้ง,62.698,66.426
ใน ที่อยู่ ที่ ติดตั้ง เดียวกัน,66.378,68.794
จะมีเงื่อนไขการทำรายการ,68.97,71.643
อยู่ค่ะ รหัสหมายเลข ais fiber เดิม,71.643,74.65
ที่ยกเลิกบริการไปแล้ว,74.698,76.73
ยังอยู่ในช่วงระยะเวลา 90 วัน,76.714,79.578
หลังยกเลิกบริการ,79.562,81.466
หากต้องการติดตั้งบริการใหม่,81.578,83.994
จะต้องทำในการเป็นการขอคืน,84.138,86.787
