text,start,end
สวัสดีค่ะ วันนี้คุณลูกค้าต้องการ,0.0,2.432
สอบ ๆ คุณพันธ์ใดดีคะ ค่ะ,2.432,4.378
อ่า ตรงนี้คุณลูกค้าต้องการตอบถามในส่วนของ,4.394,8.122
การติดตั้งสัญญาณไว,8.202,10.466
ไฟในบ้านใช่ไหมคะ,10.466,12.729999999999999
ค่ะ ตอนนี้นะคะ ก็คือจะมี,12.714,15.4
หลายแพ็คเกจ มีหลายรายการเลยค่ะ คุณลูกค้า,15.4,18.982
 จะมีที่เริ่มต้น 990 บาทค่ะ,18.982,21.369999999999997
แล้วก็,21.29,22.554
ขนาดประมาณ,22.666,24.026
ราคาประมาณสามพัน ก็มี นะคะ คุณลูกค้า สองพันห้า,24.17,27.954
 สามพัน สี่พัน อย่างงี้ ค่ะ ก็คือ มี หลาย ราคา เลย ค่ะ,27.954,31.738
งบ ของ ลูกค้า อยู่ ที่ ประมาณ,31.69,34.003
 กี่ บาท คะ ได้ เลย ค่ะ,34.003,35.738
ได้เลยค่ะคุณลูกค้า,35.658,37.434
ตอนนี้นะคะ เหมือนที่ถ้าให้เจ้าหน้าที่แนะนำนะคะ อาจ,37.386,41.330000000000005
จะเป็นตัวเริ่มต้นก็ได้ค่ะคุณลูกค้า true home ไวร์เรสต์ นะคะ,41.330000000000005,45.27400000000001
จะ เป็น รุ่น แซ่บ,45.194,47.162
เอลที ค่ะ เอส ยี่สิบ ค่ะ ราคาเริ่มต้นเก้า,47.082,50.5
ร้อยเก้าสิบบาท นะคะ หาก คุณลูกค้า เป็นลูกค้า,50.5,54.202
ปัจจุบันของทรูมูฟค่ะก็คือจะอยู่ที่เก้าร้อยเก้า,54.346,57.775999999999996
สิบบาทค่ะหรือว่าถ้าเกิดว่าเป็นลูกค้าใหม่มีการเปลี่ยนเติม,57.775999999999996,61.434999999999995
เงินเป็นรายเดือนหรือว่าย้ายค่ายออนไลน์นะคะก็จะเก้าร้อย,61.434999999999995,65.094
เก้าสิบเหมือนกันค่ะแต่ว่าถ้าเกิดว่าคุณลูกค้าต้องการซื้อ,65.094,68.753
แก้เครื่องเปล่าค่ะจะอยู่ที่หนึ่งพันเก้าร้อยเก้าสิบบาทนะคะ,68.753,72.412
ในส่วนของ ราวเตอร์ตัวนี้นะคะ,72.426,74.554
แล้วก็ สัญญาณ อินเทอร์เน็ต สำหรับ,74.506,76.698
ตัว,77.002,78.81
true home today ค่ะ จะอยู่ที่,78.762,81.466
สาม ร้อย บาท นะคะ แล้วก็,81.77,85.082
จะได้รับอินเทอร์เน็ตเป็น,85.162,87.098
10 เม็กซ์ค่ะ คุณลูกค้า สปีดสูงสุดก็,87.37,90.194
คือจะอยู่ที่ 10 เม็กซ์นะคะ 300 ค่ะ คุณลูกค้า,90.194,93.86500000000001
 จะเป็น 300 บาทค่ะ ถ้ามีสูงกว่า,93.86500000000001,96.40700000000001
นี้ก็มีเช่นกันค่ะคุณลูกค้า จะเป็น,96.40700000000001,99.51400000000001
คุณลูกค้าต้องการประมาณกลิ่นมิคได้ค่ะ,99.466,101.509
 เดี๋ยวทางเจ้าหน้าที่จะตรวจสอบข้อมูลให้ค่ะ,101.509,103.738
ถ้าเป็นหนึ่งร้อยเมตรนะคะจะอยู่,103.754,105.793
ที่ประมาณห้าร้อยบาทต่อเดือนนะคะ,105.793,108.058
ใช่ค่ะ คุณลูกค้า ตัวนี้จะรวมแล้วนะคะ,109.418,112.51
คุณลูกค้าก็คือจะอยู่ที่ห้าร้อยพอดีเป๊ะ,112.51,115.86
เลยค่ะ ใช่ค่ะ แล้วก็ทางเรา รับประกัน,115.86,118.694
 สินค้าด้วยค่ะ หนึ่งปีค่ะ เลานเตอร์ตัวนี้จะ,118.694,121.786
จะต้องเสียเพิ่มด้วยค่ะคุณลูกค้า,121.738,124.954
จะอยู่ที่ประมาณ,124.874,126.714
500 บาท นะคะ สำหรับราคา ราวเตอร์ นะคะ ใช่ค่ะ,126.826,130.586
ค่าติดตั้งนะคะตรงนี้เนื่องจากคุณลูกค้าเป็น คุณลูกค้า,130.634,134.76999999999998
เป็นลูกค้าของทางทรูมั้ยคะ ถ้าเกิดว่าเป็นลูกค้า,134.76999999999998,138.38899999999998
ของทางทรูนะคะ ทางเราจะให้สิทธิพิเศษ,138.38899999999998,141.749
ก็คือทางเราจะไม่คิดค่าบริการการติดตั้งนะคะ,141.749,145.626
ก็คือหากลูกค้าตกลงที่จะ,145.674,148.474
ทำการสั่งซื้อ ราวเตอร์นี้นะคะก็คือเดี๋ยวทางเจ้าหน้าที่,148.394,152.321
จะส่งเรื่องให้เลยค่ะแล้วก็เดี๋ยวทางเราจะส่ง,152.321,155.512
คนไปติดตั้งอุปกรณ์ที่บ้านของคุณลูกค้าเลยนะคะ,155.512,159.194
ใช่ค่ะ แล้วก็ตัว,159.626,161.481
นี้จะเป็นสัญญาหนึ่ง,161.481,163.706
นะคะ คุณลูกค้า,163.626,165.69
หากทำการ,165.642,167.098
หากทำการสั่งซื้อแล้วก็คือจะต้อง อ่า ครบหนึ่งปี,167.082,170.46599999999998
นะคะคุณลูกค้าจึงจะสามารถยกเลิกได้นะคะ,170.46599999999998,173.84999999999997
ใช่ ค่ะ สัญญา จะ อยู่ ที่ หนึ่ง ปี ค่ะ ถ้า เกิด ว่า,173.802,177.562
คุณลูกค้าต้องการยกเลิกก่อนก็คือจะ,177.482,180.562
มีค่าปรับนะคะ ถ้าถ้าเป็นในส่วนของ,180.562,183.64200000000002
โปรโมชั่นอื่นอื่นนะคะก็คือทางเราจะ,183.64200000000002,187.00200000000004
แถมในส่วนของ true ไอดี ให้ค่ะคุณลูกค้าก็,187.274,190.994
คือสามารถรับชม true ไอดี ได้สามเดือนนะคะ,190.994,194.714
ใช่ ค่ะ,194.922,196.218
หากคุณลูกค้าติดตั้งภาย,196.17,198.30599999999998
ในสองเดือนนี้ค่ะ จะเป็น,198.30599999999998,200.44199999999998
โปรโมชั่นถึงอีกสองเดือนค่ะ ถ้าเกิดว่าหมดสองเดือน,200.426,203.98899999999998
นี้แล้วก็จะไม่ได้รับในส่วนของทรูไอดีนะคะ,203.98899999999998,207.80599999999998
 ถ้าในส่วนของโปรโมชั่นฟรีลาวเตอร์ตอนนี้ก็คือ,207.80599999999998,211.36899999999997
จะยังไม่มีนะคะ ใช่ค่ะ จะเป็นตอนนี้โปรโมชั่น,211.36899999999997,215.18599999999998
ตอนนี้ก็คือดูทรูไอดีฟรีสามเดือนค่ะคุณลูกค้า,215.18599999999998,219.003
