text,start,end
ครู สวัสดี ค่ะ ไม่ ทราบ ว่า ต้องการ ข้อมูล,0.0,3.359
 ด้าน ไหน คะ ลูกค้า ค่ะ ลูกค้า ค่ะ เจ้าหน้าที่,3.359,7.024
 ขอ เช็ค ให้ สักครู่ นะคะ ตอน,7.024,9.467
นี้ อินเตอร์เน็ตบ้าน ที่ แรง และ เร็ว ที่ สุด,9.467,12.826
จะมีค่าบริการอยู่ที่,12.938,14.874
หนึ่ง พัน สาม ร้อย เก้า สิบ,14.858,16.859
 เก้า บาท ค่ะ ใช้ ค่ะ ลูกค้า,16.859,19.194000000000003
แพ็คเก็ต นี้ จะ มี ความ เร็ว ที่,19.37,21.946
2 เมกะบิตนะคะ,21.866,23.482
ซึ่ง แรง ที่ สุด ใน ตอน นี้ เลย ค่ะ,23.786,26.586
ใช่ค่ะ ลูกค้า,26.538,28.026
และ จะ อัพโหลด,28.138,29.69
ที่ ความเร็ว สูงสุด,29.61,31.354
500 เมกะบิตรค่ะ แพ็คเก็ตนี้ลูกค้า,31.434,35.258
ยังจะได้,35.434,36.602
ซิม คลี ไป ใช้งาน อินเทอร์เน็ต,36.618,38.842
ความเร็วสูงสุดที่,39.018,40.794
สี่ เมกะบิตร,40.874,42.042
จำนวน,42.026,42.874
สีเม็ดกระบิดด้วยค่ะและลูกค้า,42.89,45.882
ยังได้รับกอง True ID TV,45.802,49.05
ไป ใช้งาน ฟรี นาน,49.098,51.098
สอง เดือน ด้วย ค่ะ และ,51.146,52.954
ลูกค้า,52.874,53.818
จะ ยัง ได้ รับ ชม ทรู มิชชั่น นาว,53.994,57.048
 พรีเมียม นาน ยี่สิบ สี่ เดือน ค่ะ และ,57.048,59.546
ยังได้รับชม วี,59.594,61.739000000000004
 ทีวี วีไอพี นาน,61.739000000000004,64.31400000000001
สิบสอง เดือน ด้วย ค่ะ ทา เป็น กล่อง,64.458,67.066
ทรู ไอ ดี ทีวี มี ค่า บริการ,67.082,70.298
หลังจาก 12 เดือนที่,70.41,72.538
ห้าสิบ บาท ต่อ เดือน,72.714,74.67
 ค่ะ ลูกค้า และ ลูกค้า,74.67,77.018
ยังได้ดูบอลพี่แมรี่สด,76.938,79.674
ทุกแมชด้วยค่ะและอีก,80.234,82.161
อย่างที่ลูกค้าจะได้คือ,82.161,84.41
เกาเตอร์ ที่ สามารถ ส่ง สัญญาณ ผ่าน สาย LAN,84.426,88.154
ที่ ความเร็ว,88.234,89.338
2.5 กิกบิต,89.45,91.386
และสัญญาณไวไฟหก,91.53,93.594
เป็น เลานเตอร์ ที่ รับ,93.77,95.642
ส่งสัญญาณ,96.074,97.146
ได้เร็วที่สุดในตอนนี้ค่ะ,97.322,99.706
ใช้ ค่ะ ลูกค้า ได้ เลย ค่ะ ลูกค้า รบกวน,99.626,103.087
 รอ สักครู่ นะคะ และ จะ มี แพ็คเกจ,103.087,106.23400000000001
ราคา,106.218,107.194
หนึ่ง พัน สอง ร้อย เก้า สิบ เก้า บาท,107.306,109.954
 ค่ะ ความเร็ว สูงสุด จะ อยู่ ที่,109.954,112.60199999999999
หนึ่งจุดห้า กิกระบิด,112.682,114.742
 ค่ะ ลูกค้า และ อัพโหลด ที่,114.742,117.146
500 เมกะบิตร ค่ะ,117.13,119.034
แพ็คเกจ นี้ จะ ให้ ซิม หนึ่ง ซิม,119.754,122.426
ซึ่งสามารถโทรออกได้,122.538,124.634
หกสิบ นาที ค่ะ และ,124.65,126.65
ใช้ เน็ต มือถือ,126.762,128.282
ใกล้ ที่,128.234,129.21
15 กิกะไบต์,129.354,131.034
ที่ ความเร็ว สูงสุด,131.114,132.666
300 เมกะบิตแพ็คเกจนี้ ลูกค้า,132.778,136.005
จะได้แพ็คเกจดูทีวีฟรี,136.005,138.874
คล้าย กับ แพ็คเกจ ก่อนหน้านี้ นะคะ แม่ค่ะ,139.114,142.746
ต่างกันที่,142.794,144.122
ไม่มี ทรู นาว พรีเมียม ให้ดูค่ะ แต่จะมี,144.202,148.058
อุปกรณ์กระจายสัญญาณหนึ่งจุดค่ะ มีค่ะ,147.978,151.578
ทั้ง ฟอง แพ็คเกจ,151.722,152.954
ติด สัญญา 24 เดือน ค่ะ และ อีก แพ็คเกจ,152.938,156.51999999999998
 ความเร็ว ใน การ ดาวน์โหลด สูง สุด,156.51999999999998,159.386
อยู่ที่ 1 GB นะคะ,159.402,161.53
ราคา ต่อ เดือน จะ อยู่ ที่,161.674,163.962
หนึ่ง พัน สอง ร้อย,164.106,165.818
99 บาท ค่ะ แอ็กเกจนี้,166.026,168.33700000000002
ก็จะอัพโหลดที่ 1 GB,168.33700000000002,171.03400000000002
เหมือนกับดาวน์โหลดเลยค่ะลูกค้าและแพ็คเก็ตนี้,171.05,174.97
จะ มี ซิม ให้ หนึ่ง ซิม,174.89,176.794
ซึ่ง โทร ออก ได้,176.938,178.554
สองร้อยนาทีเลยค่ะและ,178.634,180.858
ยังได้ใช้อินเทอร์เน็ตที่สามสิบกิกาไบต์,180.938,184.762
ที่ ความเร็ว สูงสุด,184.746,186.33
300 เมกะบิตรค่ะ ลูกค้า และ,186.474,189.16199999999998
 สิทธิพิเศษ ลูกค้าจะได้รับ,189.16199999999998,192.18599999999998
เหมือนกับ แพ็คเกจ ก่อนหน้านี้เลยนะคะ และ,192.298,195.689
 ติดสัญญา 24 เดือน เหมือนกันค่ะ ยินดีค่ะ,195.689,199.07999999999998
 สามารถ แจ้ง เจ้าหน้าที่ ได้เลยนะคะ แพ็คเกจ,199.07999999999998,202.779
2 กิกะไบต์ ราคา,202.73,204.986
หนึ่ง พัน สาม ร้อย เก้า สิบ เก้า บาท นะคะ ไม่,205.034,208.49699999999999
 ทราบ ว่า ลูกค้า ใช้ บริการ ชู อยู่ หรือ ป่าว,208.49699999999999,211.95999999999998
 คะ รบกวน ขอ หมาย เลข บริการ ของ ชู หน่อย ค่ะ,211.95999999999998,215.73799999999997
ลูกค้า อ่า,215.754,217.082
เป็น เบอร์,217.002,217.978
ศูนย์ แปด สี่,218.186,220.026
สอง เจ็ด,220.778,221.658
ห้า เก้า หก ศูนย์,221.834,223.642
รบกวนถือสายสักครู่นะคะเลขหมาย,223.818,226.565
ของลูกค้าจะทะเบียนในนาม,226.565,228.762
