text,label
สวัสดีครับ เอ่อ นี่ได้ยินไม่ครบ เอ่อ มันก็ เราจะทำการทำงานน่ะเอ่อ เอ่อ โทรหาคุณนะครับเพื่อติดต่อเอ่อ เรื่อง การมีปัญหาของระบบนะครับก็เออ คุณสามารถเข้าไปได้นะครับโดยโดยสามารถเปิในแอปของคุณนะครับถ้าเปิดไม่ได้นะครับก็แปลว่าถ้าขณะนี้ระบบมีปัญหานะครับก็ต้องตอนนี้ระบบจะเปิดอีกประมาณตอนตอนสัก 4 นาฬิกานะครับก็ถ้าลูกค้าเราต้องการต้องการทำรายการภายในช่วงเวลานั้นพวกเราก็ต้องขอโทษด้วยนะครับ โอเค แค่นี้ครับ,0
สวัสดีครับ เป็นไงบ้างครับ ตอนนี้นิกษุทานธนาคารโทรมานะครับเอ่อ เผื่อให้รู้ไว้นะครับว่าตอนนี้ เอ่อ คุณได้ใช้จ่ายเอ่อ เงินเงินต่างประเทศจะจำนวนเงินสามพันบาทไหมครับอ๋อ ใช่เหรอครับ โอเค งั้นก็ไม่เป็นรครับ แค่โทรมาเนื่องจากมี เอ่อ ที่เกิดขึ้นนะครับก็แค่นี้ครับก็ เอ่อ ไว้เจอลูกค้ากันครั้งต่อไปนะครับ สวัสดีครับ,0
ไม่ว่าเขาจะใช้ตัววิธีไหนจากการเสิร์ชอินเทอร์เน็ตหรือจากการเธอใช้ชัยที่วิถีก็อยากให้เขาทำตัวได้ด้วยตัวเองสักหนึ่งข้อแบบง่าย ๆ เพราะว่าหลังสูตรมันเพิ่งชาขึ้นมา มันยังไม่ได้มีอะไรผิดเป็นแท็กเทิร์นให้น้องเห็นชัดเจนว่าเขาจะเรียนอะไร นั่นก็คือสิ่งที่อาจารย์ฟากมามี แค่ นั้น แหละเพราะเดี๋ยวต้องไปฝึกอาจารย์เพิ่มเอางานแรกก่อนเอางาน ของ ไฮกัสตอน กับอันนี้ เห็น ด้วย ไหม ที่ จะ จัดมันเห็นด้วยแหละแต่แค่เขาต้องการความปลอดภัยว่ามันจะมีอะไรบางอย่างที่เขาต้องการล่าสุดที่เขาพูดเอาไว้ปิดทุกสอง- แล้วต้องซื้อสักปุ๊กไหมคะ- ต้องซื้อสักปุ๊กไหมคะแต่งานที่สองอ่ะยังไม่ต้องรีบมารายงานแรกเขาต้องการแค่ตัดสินใจว่าฉันมีกี่คนจัดอะไรยังไงของเราก็ซีเทียมเหมือนเดิมแต่จะเป็นซีเทียมเทียบอีซี่แมงทางโจทย์ออกแทนออกว่าเฟรนดี้ยูเซอร์กับเพราะ ที่ อะ ทำ ไม่ เป็นมี ใคร มี อะไร เสนอ ไว้ จ้ะเออ เดี๋ยวนี้คนถามก็คือทุก ทุก แรป อะ แบบ จัด เป็นเป็นกิจกรรมให้คนในภาคแบบมาเอาร่วมแบบนี้ใช่ไหมก็คือไม่จำเป็นต้องเป็นแหละครับและเป็นในม.อ๋อ มันเป็นหน่วย แต่คือเขาก็จะเป็นที่แบบ ใช่ เอาซื้อเด็กซอฟต์แรกทั้งวันนี้ก็สามารถมาได้เหมือนกับอ่า อ่า อ่า ใช่ ใช่ อ่า เขาเน้น มากกว่าอ๋อ แล้วมันคือ เนี่ย จะ เนี่ยเป็น Transition หรอหรือว่าใครจะเข้ามาก็ได้ตอนไหนก็ได้แบบมันไปเป็นการ ไล่ชื่อด้วยครับอ๋อซึ่งเรื่องด้วยว่ามันเป็นโครงการที่ก็จะต้องขอเงินสนับสนุน ก็เลยจะต้องมีรายชื่อชัดเจนแล้วก็ แล้วก็เออ รายละเอียดอย่างหนึ่งคือเขาอาจจะมีแบบรางวัลให้ขึ้นด้วยความคิดทุกแล็บจะต้องจัดเขายกตัวอย่างมาเนอะว่าอย่างเช่น แล็บเราจัดเดือนนี้แล็บเม็ดเวิร์คจัดเดือนหน้าต่อไปอาจจะเป็นแล็บฮาร์ดแวร์มันเป็นฟิลแบบเก็บคะแนนแบบไปเหนื่อย ๆ อาจจะมีแบบก็จะเน้นให้ตอนสุดไม่ใช่ อาจจะมีเงินรางวัลให้ตัวสุดท้ายว่าแบบเข้าร่วมมาก ขี้สดเออ เก็บคะแนนได้สูงที่สุดอะไรอย่างเงี้ย เขาอยากให้มันต่อเนื่องแล้วให้เรา Keep connectionระวังกันแล้วกันต่อสิ่งหนึ่งที่อาจารย์พูดมาก็คือแล้วให้ปี 1 กับปี 4 ไม่ใช่ปี 1 ถึงปี 4 อยู่ทีมด้วยกันแต่อันนี้มันเป็นสิ่งที่เขาเสนอมาเราต้องมาคิดกันอีกทีนึงว่า กิจกรรมของเรามันจะรีเรียดไปกับสิ่งนี้ที่เขาขอมามั้ย ถ้ามันไม่ได้ก็ไปไปดีกว่าเขาอีกทีหนึ่งไปใช่ ๆ พี่ปลิวเวิร์คช็อปเราไม่ต้องไปแบบนี้แหละอันนี้เขาเขาบอกให้เราจัดกี่วันแบบแบบหนึ่งกี่วันเอาวัดเดียวด้วยช่างต่ำ 1 วันไปอยู่ที่เราแล้ว เราจะสกิลอะสุดหลังที่พ่อดูอยู่มีใครรู้หรือเปล่าว่านี่จะเป็นการศึกษา พี่กร๊องใช่ไหม ใช่ พี่กร๊องครับตรงสิ้นหรือหลุมนิยมครับอ.เรนนี่ ท่านคิดว่าพี่จะไปไหนก็ยังไม่ได้เกิดสิทธิ์ต้องได้มีพิจารณ์เคราะห์ว่าเราจะเทียบเหมือนเดิมนะก็คือบอกว่า มีการมองทุกคนโอเค ไหม จ๊ะแต่ต้องบอกก่อนว่ามันจัดมีปีหน้า เทอมหน้า เนาะมีความรู้ไว้ก่อนก็ เป็น สลบอีก สองขึ้นกินหรอครับก็ส่วนให้มันร้อนถ้าเงียบนิสุโอเซียนะครับอื้อออก่อนก่อนจะจบคือในส่วนของแฮกกาทอนกับซิทเกอร์เอฟ ไปดิ ถ้าสมมติว่ามีใครที่แบบสงสัยแบบขี้พูดไม่เคลียร์เพราะว่าพี่สองคนบางทีก็ลืมเนอะพี่ยกขึ้นบรรดาเหรอพี่อยากรบกวนให้ทักให้พิมพ์มาถามอีกทีหนึ่งได้เพราะบางทีพี่อาจจะแจ้งไม่ครบจริงๆหรือถ้ามีคำถามอะไรก็ฝากมาถามยายพี่จะไปถามอาจารย์จิให้เพราะว่าบางทีคืออาจารย์ถี่เขาก็รับโครงการมาต่อจากหนึ่งอาจารย์ทนายอีกทีหนึ่งเนอะมันก็เลยไม่ได้ครบถ้วนเสียเท่าไหร่โอเคครับนักสวัสดิ์ หัวแรงก็เล่นบ้านบ้านเป็นพร้อมตัวบุคคล งั้นก็ไม่มีอะไร มันมีน่าจะมาดีครับนี่ จะเป็นแปลกเลือด น่าจะเป็นแปลกเลือด นี่คือคำว่าอืม มันก็เลยยกน้ำด้วยพี่ พี่ พี่ พี่นิคครับพี่นิคพอดีว่าถามนะครับว่ากิจกรรมนิววี่นี่ประมาณกี่นาทีนะครับ แม้ว่าที่ให้นิววี่มาแนะนำตัวอะไรครับพี่ คือ นั่นหัวขูดแล้วละ ห้าถึงสิบประสิทธิเดี๋ยวพอคุณอาจารย์ สิบหนึ่งโอเค พี่เยอะครับอืม อร่อยผมขอไทนี่กับพลอยไปพลิวเลสได้ไหมครับได้ครับ จะส่งมาให้ครับก็ได้ครับ ไม่ใช่อ่า อันนี้ก็ได้ก็คืออะไรคือจะไปใช่ไหมจะได้ส่งไปให้น้องอยู่ไหม ไม่เห็นน้องอืม อยู่โอเค ขอไปพยายามสักช่องหนึ่งหน่อยค่ะ ขอบคุณค่ะเจอออกไปอีกอ๋อ ไม่ต้องยังไง คอยแอนไหนว่าไม่รู้ว่าไปตกใบวันนี้ กันโอเคเดี๋ยวรีวิวตารางอันนี้เธอให้แบบคร่าว ๆ ละกันเนอะอ่าเราจะเริ่มตั้งแต่วันที่เราเตรียมสถานที่ ก็คือไปจากโต๊ะไปทำเรื่องห้องรับประมาณพวกนี้อันนี้เดี๋ยวไว้พี่ทำให้อีกทีหนึ่งโอเค แล้วพอถึงวันงานเราก็จะนัดเจอกันว่าเราจะนัดเจอกันกี่โมงเตรียมห้องบาบาบาเอ่อของการแสดงเช็คชื่อจากบางชุดรวดหนึ่งนะ มาก่อนการแสดงนิวบี้เอออย่างน้อยประมาณห้านาทีครับการแสดงในวิกฤตครีตี้เราเด้งอืม ประมาณนี้เดี๋ยวพี่แชร์เทรนด์เพจนี้ให้น้อง ๆ นิ้วบี้ในช่องนิ้วบี้ทีมนะนะ เผื่อแบบเราอยากเอาไปดูเป็นตัวอย่างเด็กใหญ่เริ่มเป็นไง เป็นไงอย่าลืมนะครับไอ้ตัดต่อภาพสัตว์นี่คือเราทำมา อะไรน้าภาพ คือ ต่อเท่าสามเลยคือ เราช่วยกันทำไหมหรือว่ายังไงได้หรือมึงจะให้ไอ้บิ๊วทำก็ได้ไอ้บิ๊วไม่เข้าประชุมมาแล้วหรอกแล้วเอ้ย ไอ้กิจการช้ำปีปีที่แล้วมันมีรางวัลมั้ยนะพี่ผมลืมเฮ้ย เริ่มคุยเรื่องของรางวัลนี่ไง ฉันไม่รู้จะคุยวันนี้ไอ้เหี้ยทางไหน คือ สอง ๆ ไว้ทานไหม เดี๋ยวหลังสอบไปซื้อของอ่าไม่ไม่ไม่ จะหมายถึงว่าเราจะให้ของรางวัลจากรางวัลอะไรบ้างงั้นเราลิสต์วันนี้เลยได้ไหมจะได้คุยหลังสอบจะได้คุยว่าจะซื้ออะไรปิดไว้ก่อนเลยก็ได้เดี๋ยวเราค่อยบอกนอนทีหนึ่งเอ่อ ของรางวัลจะมีจะมีมาจากกิจกรรมอะไรบ้างเนอะมันมีประกวดชุดชั้นปีไม่คิดจะมีปี ประกวดชวนแล้วก็จะมีอ่ากิจกรรมบิงโก้อ่ะบัตราด สลิดแล้วก็ ไห มัน จะ จันทร์อืม ต่อปลูกนัดฝากใส่ว่ากิจกรรมชั้นปีหนึ่งถึงสามหน่อย ๆ มันจะได้ละเอียดขึ้นขอบคุณโอเคละก็จะเป็นประมาณนี้แล้วก็เดี๋ยวหลังสอบเรามาคุยกันอีกทีนึงว่าเราจะซื้ออะไรบ้างหรือมีใครนึกออกไหมว่ามันควรจะมีอะไรอีกไอซีฟู้ดเดี๋ยวนะผมจำไม่ได้อันนั้นคือจับฉลากหรืออะไรวะตอนนั้นน่ะผมลืมอ่ะ- เออ แล้วมีจับฉลากด้วย- มีจับฉลากด้วยไม่กระจัดฉลามันไม่ชนของรางวัลปะน้องอันนั้นคือต้องซื้อเองเดี๋ยวซื้ออีกนิดนึง อ่า โอเค โอเค โอเค โอเค มันก็แจ้งเรื่องจับฉลากก็เรื่องที่ยังกี่บาทนะแป้นตำสองร้อยแล้วเป็นเพียงเบิกหรือเปล่าเนี่ย เอาไปกูตกหมูวันให้เลยไม่ต้องนั่นแหละเออ พี่แจ้งอย่างหนึ่งไว้ว่าอาจจะมีแชมเปอร์พี่บ่าวเร็วเร็วนี้รอหน่อยอ่า สบายใช่ ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ด้วย ดยังย้ายไปจริงจริง ยังย้ายไปแล้วอะไรครับบ๊ายบายครับ- ใช่ไหมครับ- ใช่ค่ะ ใช่ค่ะโห โห โห โห โหโอ๊ะ ว่ามาจากหอเลยเหรอใช่ พี่ จ้ะเยี่ยมเลย,0
อุทยานหลวงราชพฤกษ์ สวัสดีครับ สวัสดีครับ ขอสอบถามราคาบัตรเข้าอุทยานครับ บัตรเข้าอุทยานสำหรับผู้ใหญ่ ราคา 100 บาทค่ะ เด็กต่ำกว่า 140 ซม ราคา 70 บาท นักเรียน นักศึกษา ข้ารชการ ผู้สูงอายุ โปรดแสดงบัตร ราคา 70 บาท คนพิการ พระสงค์ และเด็กต่ำกว่า 100 ซม ไม่มีค่าใช้จ่ายค่ะ โดยราคาบัตรได้รวมรถรางชมสวนไว้เรียบร้อยแล้วค่ะ,0
ช่วงสถานการณ์โควิดนี้ ทางอุทยานยังเปิดให้เข้าทุกวันไหมครับ แล้วมีมาตรการป้องกันอย่างไรบ้างครับ อุทยานหลวงราชพฤกษ์เปิดให้เข้าชมทุกวันค่ะ ตั้งแต่เวลา 8 ถึง 18 ค่ะ ทางอุทยานหลวงราชพฤกษ์มีมาตรการป้องกันโควิดเพื่อสร้างความมั่นใจให้กับผู้มาเข้าชมค่ะ ไม่ว่าจะเป็น เจ้าหน้าที่ทุกคนได้รับวัคซีน 100 percent มีการตรวจ ATK ทุกสัปดาห์ เรายังวางเจลแอลกอฮอล์ตามจุดต่างๆ ไม่ว่า จะเป็นทางเข้าอุทยานและวางเจลล้างมือในห้องน้ า และสวนของเรากว้างขวางมาก อากาศปลอดโปร่งไม่แออัดแน่นอนค่ะ,0
ช่วงนี้มีกิจกรรมอะไรให้เข้าร่วมสนุกไหมครับ ช่วงนี้ทงอุทยานเรามีจัดกิจกรรมวาเลนไทน์ตั้งแต่วันที่ 12-15 กุมภาพันธ์ สามารถเข้าร่วมได้ตั้งแต่ 9 ถึง 16 นาฬิกามีกิจกรรม workshop ส าหรับครอบครัว เช่น ท าที่คั่นหนังสือจากวัสดุธรรมชาติกระเป๋าผ้าแต้มลายดอกไม้ ท าตาข่ายดักฝันจากด้ายไหมพรม และยังสามารถเพลิดเพลินกับเพลงรักสุดโรแมนติก งานจัดในบริเวณลานส้มสุกค่ะ,0
ไม่ทราบว่า สามารถน าสเกตบอร์ดเข้าไปเล่นด้านในได้ไหมครับ ขออนุญาตแจ้งให้ทราบว่าเราอนุญาตให้น าจักรยานเข้าได้เทานั้นค่ะ เครื่องเล่นอื่นๆที่โลดโผนไม่อนุญาตให้เข้าค่ะทั้งนี้ขอแจ้งข้อมูลเพิ่มเติมค่ะว่า ทางอุทยานหลวงราชพฤกษ์มีจักรยานให้บริการ ราคาอยู่ที่ 60 และ 100 ส าหรับผู้ใหญ่เท่านั้นค่ะ เด็กสามารถน าจักรยานมาได้เองและช าระเพิ่ม 60 บาทค่ะ คุณผู้ชายต้องการทราบข้อมูลอื่นๆ เพิ่มเติมไหมคะ ไม่มีครับ ขอบคุณครับ ด้วยความยินดีค่ะ,0
สวัสดีค่ะ เอบีซีทราว็ล ดิฉันสมหญิงรับสาย มีอะไรให้ช่วยเหลือคะค่ะ ฉันขอคุยสายกับคุณจอห์นโดหน่อยค่ะไม่ทราบว่าใครโทรมาคะชื่อเจนนี่ไวท์ จากเอ็กซ์วายแซดทัวร์ค่ะถือสายรอสักครู่ ฉันจะโอนสายให้นะคะขอบคุณค่ะ,0
สวัสดีค่ะ เอบีซีทราว็ล มีอะไรให้ช่วยเหลือค่ะสวัสดีค่ะ นี่คือเจนนี่ไวท์จากเอ็กซ์วายแซดทัวร์ฉันขอคุยสายกับคุณจอห์นโดหน่อยค่ะฉันขอโทษด้วยค่ะ เขาออกไปข้างนอกคุณต้องการจะฝากข้อความไหมคะค่ะ ช่วยบอกให้เขาโทรหาฉันด้วยนะค่ะเขามีเบอร์โทรของคุณไหมคะครับ เขามีตกลงค่ะ ฉันจะบอกเขาให้โทรหาคุณโดยเร็วที่สุดขอบคุณค่ะที่โทรมาขอบคุณค่ะ,0
สวัสดีครับ สถานีตำรวจภูธรเมืองเชียงใหม่ครับ ผม รตท กรประเสิร์ฐ พิชญเดชา ร้อยผู้บันทึก รหัส 581020 ขอทราบชื่อ เลขบัตรประจำตัว วันเดือนปีเกิด ที่อยู่ตามบัตรประชาชนของผู้แจ้งความครับ ช่วยเล่าเหตุการณ์อย่างละเอียดด้วยครับว่าอะไรขึ้นถึงแจ้งความกับทางสถานีตำรวจ จากที่ฟังคุณเล่ามา อาจเป็นเพราะข้อมูลของคุณรั่วไหล เพราะการจัดส่งของออกนอกประเทศจะต้องใช้บัตรประชาชน หรือเอกสารส่วนบุคคลเพื่อยืนยันในการจัดส่ง เพื่อระบุว่าที่อยู่นี้ถูกจัดส่งถูกต้องตามขั้นตอนและมีที่มาที่ไปชัดเจน,1
พอดีบัญชีของคุณไปเกี่ยวข้องเกี่ยวกับการรับยาเสพติด คุณต้องยืนยันตัวเพื่อตรวจสอบ อันนี้คุณสะดวกมา สน.พะเยา ไหมสะดวกครับ บ้านอยู่ใกล้พอดีครับ,1
"สวัสดีครับ โทรจากศูนย์ช่วยเหลือแอปเป๋าตังนะครับ ระบบตรวจพบการเข้าใช้งานผิดปกติจากอุปกรณ์ใหม่ ถ้าไม่ใช่คุณ กรุณายืนยันตัวตนตอนนี้ โดยแจ้งรหัสยืนยันที่ส่งเข้า SMS เพื่อปลดล็อกบัญชีครับ ถ้าไม่ดำเนินการ บัญชีจะถูกระงับถาวร",1
"สวัสดีครับ โทรจากศูนย์บริการแอปเป๋าตัง แจ้งข้อมูลว่าทางแอปจะมีการปรับปรุงระบบคืนนี้ ลูกค้าอาจไม่สามารถเข้าใช้งานได้ชั่วคราว ไม่ต้องยืนยันข้อมูลใดๆ และสามารถติดตามประกาศได้ในแอปครับ",0
"เอ่อ สวัดดีครับ จากไปรษไปรสนีไทย พัสดุของคุณค้าง เนื่องจากข้อมูลไม่ครบ ต้องยืนยันเลขบัตรประชา เอ่อ สิบสามหลัก กดหนึ่ง แล้วพูดตามระบบ ไม่งั้นของจะถูกตีกลับวันนี้",1
"สวัสดีครับ โทรจากไปรษณีย์ไทย แจ้งว่าพัสดุของคุณอาจล่าช้าเล็กน้ยเนื่องจากสภาพอากาศ หากต้องการตรวจสอบสถานะสามารถทำได้ที่เว็บไซต์ทางการด้วยตนเองครับ",0
"ฮะโหล ครับ จากธนาธนาคาร ระบบมันตรวจเจอรายการแปลก สองหมื่นเก้า ถ้าไม่ใช่คุณ ให้รีบแจ้งเลขหลังบัตร เพื่อยกเลิกก่อนเงินลุดครับ เสียงผมอาจขาดนิดนึง",1
"สวัสดีครับ โทรจากธนาคาร แจ้งเตือนความปลอดภัยทั่วไปเกี่ยวกับการหลีกเลี่ยงมิจฉาชีพ ธนาคารจะไม่ขอเลขบัตรหรือ OTP ทางโทรศัพท์ หากพบสายลักษณะดังกล่าวสามารถวางสายได้ทันทีครับ",0
"เอ่อ ฮัลโหล เสียงได้ไหม จากกรมอะไรนะ เรื่องคดีออนไลน์ ชื่อคุณไปโผล่ในระบบ ถ้าไม่รีบประสาน จะโดนออกหมาย ต้องโอนเงินประกันความบริสุทธิ์ก่อนเย็นนี้",1
"สวัสดีครับ โทรจากหน่วยงานราชการ แจ้งประชาสัมพันธ์เกี่ยวกับการรับรู้ภัยอาชญากรรมออนไลน์ หน่วยงานไม่มีนโยบายโทรขอเงินหรือข้อมูลส่วนตัวใดๆ ครับ",0
"คะคุณเอ่อ จากไลน์เพย์ ซัพพอร์ต บันชีคุณเสี่ยงสูง ระบบจะตัดเงินทดสอบ ถ้าไม่ยืนยัน เดี๋ยวเงินหาย ต้องบอกรหัสที่ขึ้นต้นด้วย L อ่าP",1
"สวัสดีค่ะ โทรจากฝ่ยดูแลลูกค้าไลน์เพย์ แจ้งข้อมูลทั่วไปเกี่ยกับการอัปเดตเงื่อนไขการใช้งาน ลูกค้าสามารถอ่านรายละเอียดได้ในแอป ทางเราจะไม่ขอรหัสหรือ OTP ทางโทรศัพท์ค่ะ",0
"สวัดดีครบ โทรจากบริษัทลงทุน บิทบิทอะไร พอร์ตคุณกำไรแล้ว แต่ถอนยังไม่ได้ ต้องเติมยอดยืนยันก่อน ระบบจะปิดรอบ เอ่อ ภายในชั่วโมงนี้",1
"สวัสดีครับ โทรจากแพลตฟอร์มการลงทุน แจ้งว่าระบบจะมีการปิดปรับปรุงตามรอบ ลูกค้าสามารถถอนเงินได้ตามขั้นตอนปกติผ่านแอป ไม่มีการขอให้โอนเงินเพิ่มเพื่อปลดถอนครับ",0
