text,start,end
อันนี้ แจ้ง จาก ไฟฟ้า หน่อย นะคะ,0.234,2.17
อา คุณ ต่อ จาก การ ไฟฟ้า ส่วน ภูมิภาค เนี่ย จังหวัด,2.858,5.531000000000001
 ระยอง เนี่ย คุณผู้ชม ไฟฟ้า ส่วน ภูมิภาค ระยอง,5.531000000000001,8.41
อ่า ใช่ครับผมที่ผมติดต่อมาเนอะคุณพี่,8.682,11.802
อ.เรนนี่ ทำไมมันอยู่เรื่อย ๆ,13.066,15.066
ทำไม ต้อง ดู ระยอง,17.322,18.714
อ่า ก็ ผม ติดต่อ มาจาก การไฟฟ้า สวน ภูมิภาค จังหวัด ระยอง เนาะ,19.562,23.386
อ.เรนนี่ ทำไมไม่แกล้งเข้ามาในเขตน่ะหนู,23.306,26.106
อะไรนะครับคุณพี่,28.202,29.338
พอดี ว่า พี่ น่ะ ไม่ ใช่ เจ้าของ หม้อ น่ะ ทำไม รู้ เบอร์ อ่ะ,29.29,33.242
- อ๋อ ปีไหน- นี่มันใช่ชื่อเจ้าของ... อ๋อ คุณจี,34.09,35.962
ที่เป็นเจ้าของหม้อครับ,36.842,38.266
ใช่,38.762,39.514
เป็นนายที่เนี่ย,40.906,42.01
ที่เป็นเจ้าของมอง ผมติดต่อมา,42.314,45.786
อ่า พี่นิค พี่นิค,47.594,49.338
วงข้าว เปลือกแสดงสดที่,49.386,51.458000000000006
 บริษัท A-TECHงานเลี้ยงบริษัท,51.458000000000006,53.53000000000001
คืน เป็น ค่าไฟ หรือ คืน เป็น เงินสด,53.866,56.41
คืนเป็นเงินเนาะคุณพี่ที่ให้เดือนละสี่,57.194,59.81
พันบาทระยะเวลาสามเดือนเนี้ยคุณพี่,59.81,62.426
ทำไม มัน ได้ เงิน ซอง เลย เหรอ,63.146,65.178
ไม่ใช่ เนอะ คุณพี่ ในส่วนตรงเนี้ย คุณพี่จะได้เป็นเดือนแรกสอง,66.218,69.822
พันบาทแล้วก็เดือนที่สองเดือนที่สามเดือนละหนึ่งพันบาท เนอะ คุณพี่,69.822,73.626
อ่า,73.61,74.458
วงข้าว เปลือกแสดงสดที่ บริษัท A-TECHงานเลี้ยงบริษัท,74.57,76.41
อ่า ใน ส่วน ตรงนี้ คุณ พี่ แค่ มี ใบ ประกัน ม่อ มิเตอร์ ไฟฟ้า เนี่ย,76.874,80.634
 คุณ พี่ ได้ เก็บ ไว้ ไหม คุณ พี่ ที่ เป็น ใบ ประกัน ม่อ มิเตอร์ ไฟฟ้า เนี่ย,80.634,84.602
วงข้าวเปลือกแสดงสดที่ บริษัท A-TECHงานเลี้ยงบริษัท,84.778,87.578
อ๋อ คุณพี่ไม่ได้เก็บไว้ อ่าถ้าในสวน,88.81,90.866
ตรงนี้เนอะ คุณพี่ไม่ได้เก็บไว้เนี่ย,90.866,92.922
คุณพี่เนี่ยทำการกู้ใบประกันตัวเนี้ยก่อนเนอะ แล้ว,92.906,96.43400000000001
คุณพี่เอาใบประกันตัวใหม่เนี้ยไปยื่นติดต่อขอรับ,96.43400000000001,99.96200000000002
เงินที่ทางการไฟฟ้าได้เลยเนอะที่ปลวกแดงเนี้ยคุณผู้ชม,100.234,103.642
ไม่เป็นไร ถ้างั้นก็โอเค,103.658,106.17
วิชา ไทย สุด ใน ประเทศ,106.25,109.153
 ไทย สุด ใน ประเทศ ไทย,109.153,111.64200000000001
วงข้าวเปลือกแสดงสดที่ บริษัท A-TECHงานเลี้ยงบริษัท,111.658,115.418
สวัสดีค่ะ สวัสดีค่ะ,115.402,116.3319375
