text,start,end
ใช่ จะใช้มาตามลูกพี่มา,0.17,1.978
เจ้าหน้าที่บาทใดก็ตาม,2.762,4.57
ประจำบริษัท NTPontech Center นะคะ,5.162,8.634
อาจ ขึ้น นัด,10.954,12.026
คือ ผู้ใช้หาไม่กล้าครับ ศูนย์ แปด สิบ สี่ สิบ,13.322,16.058
ถูกต้องนะคะ ถูกต้องครับ,18.57,20.282
ติดต่อเรื่องอะไรครับ,20.234,21.146
ที่พาเรามีการติดต่อเข้ามานะคะ เนื่องจาก,22.186,25.384
ว่าบริษัทเอ็นจูนคอนเทคเซ็นเตอร์นะคะ ได้รับ,25.384,28.582
รายงานจากสำนักงานใหญ่แก่อื่นที่ร้องเรียนเข้ามา,28.582,32.026
ดาววัน หมายเลข โทรศัพท์,32.042,33.754
หรือ ว่า คุณ จะ ต้อง ทำ อะไร ให้ คุณ สามารถ ทำ ได้ ได้,34.73,37.882
มีการเปิดใช้งาน,37.802,40.346
สถานี,40.554,41.498
สี่ หก ห้า สี่ หก ศูนย์,41.45,43.386
เจ็ดหน่อย,43.594,44.3268125
